id,codexid,cote,element,theme
19926,27,387_570r_34,pantli,05.12.46
19927,27,387_570r_34,comitl,05.03.01
19928,27,387_570r_36,tlacuatl,02.02.05
19929,27,387_570r_38,ozomatli,02.02.30
19930,27,387_570r_40,coyotl,02.02.04
19931,27,387_570r_42,tliltic,08.01.02
19932,27,387_570r_42,?_05,05.99.99
19933,27,387_570v_02,tlacatl,01.01.01
19934,27,387_570v_03,pantli,05.12.46
19935,27,387_570v_06,cuauhtli,02.01.06
19936,27,387_570v_06,chimalli,05.13.02
19937,27,387_570v_08,xocpalmachiyotl,01.04.03
19938,27,387_570v_10,tzontli,01.02.20
19939,27,387_570v_10,tlacatl,01.01.01
19940,27,387_570v_12,mitl,05.13.01
19941,27,387_570v_12,atl,04.05.01
19942,27,387_570v_14,cohuatl,02.02.20
19943,27,387_570v_16,huitztli,03.04.09
19944,27,387_570v_16,tentli,01.02.18
19945,27,387_570v_18,tletl,04.02.01
19946,27,387_570v_18,?_05,05.99.99
19947,27,387_570v_20,tlanextli,04.01.06
19948,27,387_570v_20,xochitl,03.03.01
19949,27,387_570v_22,macuilli,06.01.02
19950,27,387_570v_24,ayotl,02.02.28
19951,27,387_570v_26,tetl,04.04.01
19952,27,387_570v_28,ayotl,02.02.28
19953,27,387_570v_30,ayotl,02.02.28
19954,27,387_570v_32,tototl,02.01.13
19955,27,387_570v_34,cohuatl,02.02.20
19956,27,387_570v_36,tetl,04.04.01
19957,27,387_570v_36,mecatl,05.11.03
19958,27,387_570v_38,tototl,02.01.13
19959,27,387_570v_40,cuauhtli,02.01.06
19960,27,387_570v_40,ayotl,02.02.28
19961,27,387_570v_42,huitztli,03.04.09
19962,27,387_570v_42,tlacatl,01.01.01
19963,27,387_570v_43,chiquihuitl,05.03.13
19964,27,387_571r_02,ayotl,02.02.28
19965,27,387_571r_03,pantli,05.12.46
19966,27,387_571r_06,quiyahuitl,04.05.02
19967,27,387_571r_08,ayotl,02.02.28
19968,27,387_571r_10,toztli,02.01.03
19969,27,387_571r_12,ihuitl,02.01.16
19970,27,387_571r_14,coltic,07.01.10
19971,27,387_571r_16,?_05,05.99.99
19972,27,387_571r_16,zacatl,03.02.08
19973,27,387_571r_18,ayotl,02.02.28
19974,27,387_571r_20,tlatoa,01.02.21
19975,27,387_571r_20,tlacatl,01.01.01
19976,27,387_571r_20a,tecomatl,05.03.08
19977,27,387_571r_22,ozomatli,02.02.30
19978,27,387_571r_24,ayotl,02.02.28
19979,27,387_571r_26,ayotl,02.02.28
19980,27,387_571r_28,huitztli,03.04.09
19981,27,387_571r_28,tlacatl,01.01.01
19982,27,387_571r_30,cohuatl,02.02.20
19983,27,387_571r_30,itztli,04.04.06
19984,27,387_571r_32,tlaxichtli,05.13.09
19985,27,387_571r_34,huitztli,03.04.09
19986,27,387_571r_36,toztli,02.01.03
19987,27,387_571r_38,cohuatl,02.02.20
19988,27,387_571r_40,ayotl,02.02.28
19989,27,387_571r_42,ayotl,02.02.28
19990,27,387_571v_02,pantli,05.12.46
19991,27,387_571v_05,tentetl,05.06.03
19992,27,387_571v_05,coltic,07.01.10
19993,27,387_571v_06,pantli,05.12.46
19994,27,387_571v_08,tlacatl,01.01.01
19995,27,387_571v_11,atl,04.05.01
19996,27,387_571v_13,teuhtli,04.04.13
19997,27,387_571v_15,cohuatl,02.02.20
19998,27,387_571v_17,popoca,04.02.02
19999,27,387_571v_19,itzcuintli,02.02.12
20000,27,387_571v_21,zolin,02.01.10
20001,27,387_571v_24,huitztli,03.04.09
20002,27,387_571v_26,quetzalli,02.01.15
20003,27,387_571v_26,ehecatl,04.02.05
20004,27,387_571v_28,huitztli,03.04.09
20005,27,387_571v_30,tlalli,04.03.01
20006,27,387_571v_32,ayotli,03.03.13
20007,27,387_571v_34,ayotl,02.02.28
20008,27,387_571v_36,xocpalmachiyotl,01.04.03
20009,27,387_571v_38,izquitl,03.04.17
20010,27,387_571v_40,cohuatl,02.02.20
20011,27,387_571v_42,ayotl,02.02.28
20012,27,387_571v_42,petlatl,05.02.03
20013,27,387_572r_02,?,09.09.09
20014,27,387_572r_03,pantli,05.12.46
20015,27,387_572r_05,popoca,04.02.02
20016,27,387_572r_08,michin,02.03.05
20017,27,387_572r_10,quiyahuitl,04.05.02
20018,27,387_572r_12,ocelotl,02.02.01
20019,27,387_572r_14,tozan,02.02.14
20020,27,387_572r_16,huitzilin,02.01.04
20021,27,387_572r_16,?,09.09.09
20022,27,387_572r_18,mazatl,02.02.09
20023,27,387_572r_20,coxolitli,02.01.02
20024,27,387_572r_22,tochtli,02.02.08
20025,27,387_572r_27,mazatl,02.02.09
20026,27,387_572r_30,tlacatl,01.01.01
20027,27,387_572r_30,petlatl,05.02.03
20028,27,387_572r_32,cihuatl,01.02.11
20029,27,387_572r_32,maitl_1,01.03.05
20030,27,387_572r_34,petlatl,05.02.03
20031,27,387_572r_36,toztli,02.01.03
20032,27,387_572v_02,pantli,05.12.46
20033,27,387_572v_04,cuauhtli,02.01.06
20034,27,387_572v_06,ayotl,02.02.28
20035,27,387_572v_08,cuitlapilli,02.02.16
20036,27,387_572v_10,ocotl,05.12.29
20037,27,387_572v_12,mazatl,02.02.09
20038,27,387_572v_14,tzontli,01.02.20
20039,27,387_572v_14,tetl,04.04.01
20040,27,387_572v_16,tzontli,01.02.20
20041,27,387_572v_16,tlacatl,01.01.01
20042,27,387_572v_18,tototl,02.01.13
20043,27,387_572v_20,mitl,05.13.01
20044,27,387_572v_20,?,09.09.09
20045,27,387_572v_22,pantli,05.12.46
20046,27,387_572v_22,ihuitl,02.01.16
20047,27,387_572v_24,chimalli,05.13.02
20048,27,387_572v_26,macpalli,01.03.07
20049,27,387_572v_28,ayotl,02.02.28
20050,27,387_572v_30,ihuitl,02.01.16
20051,27,387_572v_32,ilhuicatl,04.01.01
20052,27,387_572v_32,xochitl,03.03.01
20053,27,387_572v_34,xihuitl_3,04.04.05
20054,27,387_572v_36,cuaxicalli,01.02.05
20055,27,387_572v_38,acatl,03.02.05
20056,27,387_572v_38,ce,06.01.01
20057,27,387_572v_40,tlacatl,01.01.01
20058,27,387_573v_02,cohuatl,02.02.20
20059,27,387_573v_03,pantli,05.12.46
20060,27,387_573v_05,xochitl,03.03.01
20061,27,387_573v_06,ixtelolotli,01.02.15
20062,27,387_573v_08,?,09.09.09
20063,27,387_573v_10,ayotl,02.02.28
20064,27,387_573v_12,tliltic,08.01.02
20065,27,387_573v_12,?,09.09.09
20066,27,387_573v_14,acatl,03.02.05
20067,27,387_573v_14,piqui,01.03.06
20068,27,387_573v_15,ehecacehuaztli,05.09.10
20069,27,387_573v_16,pantli,05.12.46
20070,27,387_573v_18,mixtli,04.01.08
20071,27,387_573v_18,cohuatl,02.02.20
20072,27,387_573v_19,ehecacehuaztli,05.09.10
20073,27,387_573v_21,ce,06.01.01
20074,27,387_573v_24,temictli,02.02.40
20075,27,387_573v_24,xayacatl,01.02.03
20076,27,387_573v_26,huitztli,03.04.09
20077,27,387_573v_26,?,09.09.09
20078,27,387_573v_28,tlacatl,01.01.01
20079,27,387_573v_30,xochitl,03.03.01
20080,27,387_573v_30,cuicatl,01.02.36
20081,27,387_573v_32,mitl,05.13.01
20082,27,387_573v_34,xocpalmachiyotl,01.04.03
20083,27,387_573v_35,tepoztli,05.10.12
20084,27,387_573v_37,ixtelolotli,01.02.15
20085,27,387_573v_38,ocotl,05.12.29
20086,27,387_573v_40,ixtelolotli,01.02.15
20087,27,387_573v_41,tepoztli,05.10.12
20088,27,387_573v_43,cuauhtli,02.01.06
20089,27,387_573v_45,xochitl,03.03.01
20090,27,387_573v_45,?_05,05.99.99
20091,27,387_573v_47,comitl,05.03.01
20092,27,387_573v_47,tlacatl,01.01.01
20093,27,387_573v_49,acatl,03.02.05
20094,27,387_573v_50,yahualli,05.12.04
20095,27,387_574r_02,cozcatl,05.07.23
20096,27,387_574r_02,cuauhtli,02.01.06
20097,27,387_574r_03,pantli,05.12.46
20098,27,387_574r_05,tepotzotli,01.01.04
20099,27,387_574r_05,tlacatl,01.01.01
20100,27,387_574r_07,ixtelolotli,01.02.15
20101,27,387_574r_09,mitl,05.13.01
20102,27,387_574r_11,xihuitl_2,04.01.10
20103,27,387_574r_13,michin,02.03.05
20104,27,387_574r_15,citlalin,04.01.03
20105,27,387_574r_18,tlacatl,01.01.01
20106,27,387_574r_18,maitl_1,01.03.05
20107,27,387_574r_20,calli,05.01.01
20108,27,387_574r_22,cilli,02.03.02
20109,27,387_574r_24,?,09.09.09
20110,27,387_574r_24,huitztli,03.04.09
20111,27,387_574r_26,zacatl,03.02.08
20112,27,387_574r_26,tilmatli,05.07.01
20113,27,387_574r_28,tliltic,08.01.02
20114,27,387_574r_29,tepoztli,05.10.12
20115,27,387_574r_31,quiyahuitl,04.05.02
20116,27,387_574r_33,ihuitl,02.01.16
20117,27,387_574r_33,tlapalli,08.01.04
20118,27,387_574r_33a,?_05,05.99.99
20119,27,387_574r_35,otli,05.14.04
20120,27,387_574r_35,xocpalmachiyotl,01.04.03
20121,27,387_574r_37,mitl,05.13.01
20122,27,387_574r_37a,?_05,05.99.99
20123,27,387_574r_39,tlacatl,01.01.01
20124,27,387_574r_39,maitl_1,01.03.05
20125,27,387_574r_39,xochitl,03.03.01
20126,27,387_574r_39,quetzallalpiloni,05.06.07
20127,27,387_574r_40,tepoztli_2,05.10.19
20128,27,387_574r_42,tzontli,01.02.20
20129,27,387_574r_42,tetl,04.04.01
20130,27,387_574r_43,?_05,05.99.99
20131,27,387_574v_02,mitl,05.13.01
20132,27,387_574v_03,pantli,05.12.46
20133,27,387_574v_05,ayotl,02.02.28
20134,27,387_574v_07,pantli,05.12.46
20135,27,387_574v_09,tlalli,04.03.01
20136,27,387_574v_11,huitzilin,02.01.04
20137,27,387_574v_13,ce,06.01.01
20138,27,387_574v_13,acatl,03.02.05
20139,27,387_574v_15,tlacatl,01.01.01
20140,27,387_574v_17,cimatl,03.02.23
20141,27,387_574v_19,xocpalmachiyotl,01.04.03
20142,27,387_574v_21,cuauhtli,02.01.06
20143,27,387_574v_23,tlacatl,01.01.01
20144,27,387_574v_24,?_05,05.99.99
20145,27,387_574v_27,xocpalmachiyotl,01.04.03
20146,27,387_574v_29,ayotl,02.02.28
20147,27,387_574v_31,ocelotl,02.02.01
20148,27,387_574v_33,michin,02.03.05
20149,27,387_574v_34,tepoztli_2,05.10.19
20150,27,387_574v_36,mazatl,02.02.09
20151,27,387_574v_38,huepantli,05.01.18
20152,27,387_574v_38,mecatl,05.11.03
20153,27,387_574v_39,tepoztli_2,05.10.19
20154,27,387_574v_41,tzihuactli,03.02.01
20155,27,387_574v_43,tecpatl,04.04.08
20156,27,387_574v_44,caxitl,05.03.05
20157,27,387_574v_44,piqui,01.03.06
20158,27,387_575r_02,amatl,05.11.04
20159,27,387_575r_02,tlacuilolli,05.12.38
20160,27,387_575r_03,caxitl,05.03.05
20161,27,387_575r_03,piqui,01.03.06
20162,27,387_575r_04,pantli,05.12.46
20163,27,387_575r_06,ayotl,02.02.28
20164,27,387_575r_08,cohuatl,02.02.20
20165,27,387_575r_10,acatl,03.02.05
20166,27,387_575r_10,ce,06.01.01
20167,27,387_575r_12,olin,04.03.05
20168,27,387_575r_14,quiyahuitl,04.05.02
20169,27,387_575r_16,acatl,03.02.05
20170,27,387_575r_16,ce,06.01.01
20171,27,387_575r_18,?_02,02.99.99
20172,27,387_575r_20,pantli,05.12.46
20173,27,387_575r_20,macpalli,01.03.07
20174,27,387_575r_20,maquiztli,05.07.25
20175,27,387_575r_22,acatl,03.02.05
20176,27,387_575r_24,cohuatl,02.02.20
20177,27,387_575r_26,ocuilin,02.02.31
20178,27,387_575r_28,cuauhtli,02.01.06
20179,27,387_575r_30,ayotl,02.02.28
20180,27,387_575r_32,cimatl,03.02.23
20181,27,387_575r_34,atl,04.05.01
20182,27,387_575r_34,?,09.09.09
20183,27,387_575r_36,caxitl,05.03.05
20184,27,387_575r_36,cuahuitl_2,05.10.03
20185,27,387_575r_38,xocpalmachiyotl,01.04.03
20186,27,387_575r_40,ehecatl,04.02.05
20187,27,387_575r_42,ixayotl,01.02.26
20188,27,387_575r_44,ayotl,02.02.28
20189,27,387_575v_02,tochtli,02.02.08
20190,27,387_575v_03,pantli,05.12.46
20191,27,387_575v_05,xochitl,03.03.01
20192,27,387_575v_05,cuahuitl_1,03.01.01
20193,27,387_575v_06,centli,03.04.02
20194,27,387_575v_06,huictli,05.10.01
20195,27,387_575v_08,mizquicuahuitl,03.01.05
20196,27,387_575v_10,ayotl,02.02.28
20197,27,387_575v_11,?_05,05.99.99
20198,27,387_575v_13,cihuatl,01.02.11
20199,27,387_575v_13,yollotl,01.03.02
20200,27,387_575v_15,cuauhtli,02.01.06
20201,27,387_575v_15,cozcatl,05.07.23
20202,27,387_575v_16,?_05,05.99.99
20203,27,387_575v_18,cuauhtli,02.01.06
20204,27,387_575v_18,cohuatl,02.02.20
20205,27,387_575v_20,cuauhtli,02.01.06
20206,27,387_575v_21,?_05,05.99.99
20207,27,387_575v_23,tlacatl,01.01.01
20208,27,387_575v_25,calli,05.01.01
20209,27,387_575v_26,?_05,05.99.99
20210,27,387_575v_28,ozomatli,02.02.30
20211,27,387_575v_30,tochtli,02.02.08
20212,27,387_575v_31,chiquihuitl,05.03.13
20213,27,387_575v_33,petlatl,05.02.03
20214,27,387_575v_35,cuitlapilli,02.02.16
20215,27,387_575v_36,chiquihuitl,05.03.13
20216,27,387_575v_38,tochtli,02.02.08
20217,27,387_575v_38,cuahuitl_2,05.10.03
20218,27,387_575v_40,tochtli,02.02.08
20219,27,387_575v_41,chiquihuitl,05.03.13
20220,27,387_575v_43,tzontli,01.02.20
20221,27,387_575v_43,tetl,04.04.01
20222,27,387_575v_44,tepoztli,05.10.12
20223,27,387_575v_46,quiyahuitl,04.05.02
20224,27,387_575v_47,petlatl,05.02.03
20225,27,387_575v_49,mitl,05.13.01
20226,27,387_575v_49,papalotl,02.01.23
20227,27,387_575v_51,tetl,04.04.01
20228,27,387_575v_51,tlacatl,01.01.01
20229,27,387_576r_01,pantli,05.12.46
20230,27,387_576r_03,huitzilin,02.01.04
20231,27,387_576r_04,pantli,05.12.46
20232,27,387_576r_06,ayocuan,02.01.17
20233,27,387_576r_07,?_05,05.99.99
20234,27,387_576r_09,cuixtli,02.01.43
20235,27,387_576r_11,ixayotl,01.02.26
20236,27,387_576r_12,?_05,05.99.99
20237,27,387_576r_14,mitl,05.13.01
20238,27,387_576r_16,macpalli,01.03.07
20239,27,387_576r_16,atl,04.05.01
20240,27,387_576r_19,ocelotl,02.02.01
20241,27,387_576r_21,tetl,04.04.01
20242,27,387_576r_21,tlacatl,01.01.01
20243,27,387_576r_22,tecomatl,05.03.08
20244,27,387_576r_24,tlacatl,01.01.01
20245,27,387_576r_24,piqui,01.03.06
20246,27,387_576r_24,tepoztli_2,05.10.19
20247,27,387_576r_27,macpalli,01.03.07
20248,27,387_576r_29,amatl,05.11.04
20249,27,387_576r_30,tepoztli_2,05.10.19
20250,27,387_576r_32,?,09.09.09
20251,27,387_576r_34,?,09.09.09
20252,27,387_576r_34,comitl,05.03.01
20253,27,387_576r_35,tepoztli_2,05.10.19
20254,27,387_576r_37,toztli,02.01.03
20255,27,387_576r_39,mitl,05.13.01
20256,27,387_576r_39,atl,04.05.01
20257,27,387_576r_40,michin,02.03.05
20258,27,387_576r_40,piqui,01.03.06
20259,27,387_576r_40,michcoyolli,05.13.13
20260,27,387_576r_42,calli,05.01.01
20261,27,387_576r_42,tlacatl,01.01.01
20262,27,387_576r_42,?,09.09.09
20263,27,387_576r_44,cuacuahuitl,02.02.10
20264,27,387_576r_46,ayotl,02.02.28
20265,27,387_576r_46,tliltic,08.01.02
20266,27,387_576r_48,xochitl,03.03.01
20267,27,387_576r_50,cuauhtli,02.01.06
20268,27,387_576v_02,calli,05.01.01
20269,27,387_576v_03,pantli,05.12.46
20270,27,387_576v_05,michin,02.03.05
20271,27,387_576v_07,maxtlatl,05.08.02
20272,27,387_576v_10,tecpin,02.02.45
20273,27,387_576v_12,tlaxichtli,05.13.09
20274,27,387_576v_14,tlacatl,01.01.01
20275,27,387_576v_14,?,09.09.09
20276,27,387_576v_16,cohuatl,02.02.20
20277,27,387_576v_18,cuetzpalin,02.02.19
20278,27,387_576v_20,ehecatl,04.02.05
20279,27,387_576v_22,chimalli,05.13.02
20280,27,387_576v_22,?,09.09.09
20281,27,387_576v_24,tlacuiloloni,05.10.17
20282,27,387_576v_24,piqui,01.03.06
20283,27,387_576v_26,macuilli,06.01.02
20284,27,387_576v_26,ehecatl,04.02.05
20285,27,387_576v_28,cuacuahuitl,02.02.10
20286,27,387_576v_30,tlaxichtli,05.13.09
20287,27,387_576v_32,xihuitl_2,04.01.10
20288,27,387_576v_34,cohuatl,02.02.20
20289,27,387_576v_36,cuauhcozcatl,05.09.02
20290,27,387_576v_38,cuauhtli,02.01.06
20291,27,387_576v_40,mixtli,04.01.08
20292,27,387_576v_40,cohuatl,02.02.20
20293,27,387_576v_42,acatl,03.02.05
20294,27,387_576v_42,ce,06.01.01
20295,27,387_577r_02,tochtli,02.02.08
20296,27,387_577r_03,pantli,05.12.46
20297,27,387_577r_05,tetl,04.04.01
20298,27,387_577r_05,tlacatl,01.01.01
20299,27,387_577r_07,quiyahuitl,04.05.02
20300,27,387_577r_09,xihuitl_2,04.01.10
20301,27,387_577r_11,ayotl,02.02.28
20302,27,387_577r_14,cuahuitl_1,03.01.01
20303,27,387_577r_16,ayotl,02.02.28
20304,27,387_577r_18,peinado_erizado,01.02.62
20305,27,387_577r_18,tlacatl,01.01.01
20306,27,387_577r_20,tochtli,02.02.08
20307,27,387_577r_22,cuahuitl_1,03.01.01
20308,27,387_577r_24,ixayotl,01.02.26
20309,27,387_577r_26,zacatl,03.02.08
20310,27,387_577r_26,huictli,05.10.01
20311,27,387_577r_28,xihuitl_3,04.04.05
20312,27,387_577r_30,tliltic,08.01.02
20313,27,387_577r_30,calli,05.01.01
20314,27,387_577r_32,xochitl,03.03.01
20315,27,387_577r_34,tliltic,08.01.02
20316,27,387_577r_34,calli,05.01.01
20317,27,387_577r_36,ixtelolotli,01.02.15
20318,27,387_577r_38,calli,05.01.01
20319,27,387_577r_40,cuicatl,01.02.36
20320,27,387_577r_42,mitl,05.13.01
20321,27,387_577r_42,cihuatl,01.02.11
20322,27,387_577v_02,ayotl,02.02.28
20323,27,387_577v_03,pantli,05.12.46
20324,27,387_577v_05,?,09.09.09
20325,27,387_577v_07,huitztli,03.04.09
20326,27,387_577v_07,tlaolli,03.04.23
20327,27,387_577v_09,cuauhtli,02.01.06
20328,27,387_577v_11,cohuatl,02.02.20
20329,27,387_577v_13,cihuatl,01.02.11
20330,27,387_577v_15,tlacatl,01.01.01
20331,27,387_577v_15,xahualli,05.06.16
20332,27,387_577v_17,tonalli,04.01.07
20333,27,387_577v_19,xochitl,03.03.01
20334,27,387_577v_21,pepechtli,05.02.09
20335,27,387_577v_23,tlacatl,01.01.01
20336,27,387_577v_25,tamazolin,02.02.18
20337,27,387_577v_27,cuauhtli,02.01.06
20338,27,387_577v_29,popoca,04.02.02
20339,27,387_577v_31,xocpalmachiyotl,01.04.03
20340,27,387_577v_33,popoca,04.02.02
20341,27,387_577v_35,caxitl,05.03.05
20342,27,387_577v_35,cuahuitl_2,05.10.03
20343,27,387_577v_37,tlacatl,01.01.01
20344,27,387_577v_37,mitl,05.13.01
20345,27,387_577v_39,comitl,05.03.01
20346,27,387_577v_39,tetl,04.04.01
20347,27,387_578r_02,ehecatl,04.02.05
20348,27,387_578r_02,?,09.09.09
20349,27,387_578r_03,pantli,05.12.46
20350,27,387_578r_05,ayotl,02.02.28
20351,27,387_578r_07,tzontli,01.02.20
20352,27,387_578r_07,ozomatli,02.02.30
20353,27,387_578r_09,tlatoa,01.02.21
20354,27,387_578r_11,ayotl,02.02.28
20355,27,387_578r_13,acatl,03.02.05
20356,27,387_578r_13,tochtli,02.02.08
20357,27,387_578r_15,nenetl,01.02.01
20358,27,387_578r_17,michin,02.03.05
20359,27,387_578r_19,popoca,04.02.02
20360,27,387_578r_21,mixtli,04.01.08
20361,27,387_578r_21,cohuatl,02.02.20
20362,27,387_578r_23,xicalli,05.03.25
20363,27,387_578r_25,michin,02.03.05
20364,27,387_578r_27,mixtli,04.01.08
20365,27,387_578r_29,xocpalmachiyotl,01.04.03
20366,27,387_578r_31,huitztli,03.04.09
20367,27,387_578r_33,huictli,05.10.01
20368,27,387_578r_33,tetl,04.04.01
20369,27,387_578r_35,huitztli,03.04.09
20370,27,387_578r_37,huitzilin,02.01.04
20371,27,387_578r_39,mixtli,04.01.08
20372,27,387_578r_39,cohuatl,02.02.20
20373,27,387_578r_41,tototl,02.01.13
20374,27,387_578v_01,pantli,05.12.46
20375,27,387_578v_03,ayotl,02.02.28
20376,27,387_578v_04,pantli,05.12.46
20377,27,387_578v_06,huitzilin,02.01.04
20378,27,387_578v_08,comitl,05.03.01
20379,27,387_578v_10,nochtli,03.03.11
20380,27,387_578v_13,tliltic,08.01.02
20381,27,387_578v_15,tochtli,02.02.08
20382,27,387_578v_16,petlatl,05.02.03
20383,27,387_578v_18,ocelotl,02.02.01
20384,27,387_578v_20,?_05,05.99.99
20385,27,387_578v_20,?_05,05.99.99
20386,27,387_578v_22,tlacuatl,02.02.05
20387,27,387_578v_24,michin,02.03.05
20388,27,387_578v_26,huitztli,03.04.09
20389,27,387_578v_28,tozan,02.02.14
20390,27,387_578v_30,tozan,02.02.14
20391,27,387_578v_32,atl,04.05.01
20392,27,387_578v_34,xocpalmachiyotl,01.04.03
20393,27,387_578v_36,tlacatl,01.01.01
20394,27,387_578v_36,?_01,01.99.99
20395,27,387_578v_38,cuahuitl_1,03.01.01
20396,27,387_578v_40,tochtli,02.02.08
20397,27,387_578v_42,ocelotl,02.02.01
20398,27,387_578v_44,azcatl,02.02.26
20399,27,387_579r_02,?_04,04.99.99
20400,27,387_579r_02,chimalli,05.13.02
20401,27,387_579r_03,pantli,05.12.46
20402,27,387_579r_05,?,09.09.09
20403,27,387_579r_05,cuitlatl,01.04.04
20404,27,387_579r_07,?,09.09.09
20405,27,387_579r_07,ayotl,02.02.28
20406,27,387_579r_08,petlatl,05.02.03
20407,27,387_579r_10,olli,03.04.11
20408,27,387_579r_10,tlacatl,01.01.01
20409,27,387_579r_12,tlacatl,01.01.01
20410,27,387_579r_12,tzontli,01.02.20
20411,27,387_579r_13,petlatl,05.02.03
20412,27,387_579r_15,cihuatl,01.02.11
20413,27,387_579r_15,xahualli,05.06.16
20414,27,387_579r_17,?_05,05.99.99
20415,27,387_579r_18,petlatl,05.02.03
20416,27,387_579r_20,quecholli,02.01.01
20417,27,387_579r_22,cihuatl,01.02.11
20418,27,387_579r_22,xahualli,05.06.16
20419,27,387_579r_24,cohuatl,02.02.20
20420,27,387_579r_26,cuauhtli,02.01.06
20421,27,387_579r_27,petlatl,05.02.03
20422,27,387_579r_29,tlotli,02.01.52
20423,27,387_579r_31,xocpalmachiyotl,01.04.03
20424,27,387_579r_32,petlatl,05.02.03
20425,27,387_579r_34,ozomatli,02.02.30
20426,27,387_579r_36,?,09.09.09
20427,27,387_579r_36,tlacatl,01.01.01
20428,27,387_579r_37,petlatl,05.02.03
20429,27,387_579r_39,quiyahuitl,04.05.02
20430,27,387_579r_41,coltic,07.01.10
20431,27,387_579r_43,xochitl,03.03.01
20432,27,387_579r_43,tototl,02.01.13
20433,27,387_579r_45,poyomatli,03.03.10
20434,27,387_579r_47,peinado_erizado,01.02.62
20435,27,387_579r_47,tlacatl,01.01.01
20436,27,387_579v_02,calli,05.01.01
20437,27,387_579v_03,pantli,05.12.46
20438,27,387_579v_05,tlacatl,01.01.01
20439,27,387_579v_07,totolin,02.01.12
20440,27,387_579v_09,ayotl,02.02.28
20441,27,387_579v_09,tzontli,01.02.20
20442,27,387_579v_11,mazatl,02.02.09
20443,27,387_579v_12,?_05,05.99.99
20444,27,387_579v_14,cuetlachtli,02.02.02
20445,27,387_579v_14,cohuatl,02.02.20
20446,27,387_579v_15,?_05,05.99.99
20447,27,387_579v_17,chalchihuitl,04.04.03
20448,27,387_579v_19,huitzilin,02.01.04
20449,27,387_579v_20,?_05,05.99.99
20450,27,387_579v_22,?_05,05.99.99
20451,27,387_579v_22,piqui,01.03.06
20452,27,387_579v_24,tonatiuh,04.01.05
20453,27,387_579v_27,?_05,05.99.99
20454,27,387_579v_29,macpalli,01.03.07
20455,27,387_579v_29,maquiztli,05.07.25
20456,27,387_579v_30,?_05,05.99.99
20457,27,387_579v_30,michin,02.03.05
20458,27,387_579v_32,comitl,05.03.01
20459,27,387_579v_34,ixayotl,01.02.26
20460,27,387_579v_36,tototl,02.01.13
20461,27,387_579v_38,ce,06.01.01
20462,27,387_579v_38,cohuatl,02.02.20
20463,27,387_579v_40,tlapexohuiloni,05.12.17
20464,27,387_579v_42,piedra_01,04.04.09
20465,27,387_579v_44,cuacuahuitl,02.02.10
20466,27,387_579v_46,tlacatl,01.01.01
20467,27,387_579v_46,piqui,01.03.06
20468,27,387_580r_02,nenetl,01.02.01
20469,27,387_580r_03,pantli,05.12.46
20470,27,387_580r_05,cuauhtli,02.01.06
20471,27,387_580r_05,cuauhchayahualli,05.01.23
20472,27,387_580r_07,cohuatl,02.02.20
20473,27,387_580r_09,cohuatl,02.02.20
20474,27,387_580r_11,tlacatl,01.01.01
20475,27,387_580r_13,xochitl,03.03.01
20476,27,387_580r_15,ayotl,02.02.28
20477,27,387_580r_17,tochtli,02.02.08
20478,27,387_580r_19,macpalli,01.03.07
20479,27,387_580r_21,chalchihuitl,04.04.03
20480,27,387_580r_23,tzacualli_2,05.01.25
20481,27,387_580r_25,cuauhtli,02.01.06
20482,27,387_580r_27,cohuatl,02.02.20
20483,27,387_580r_29,cohuatl,02.02.20
20484,27,387_580r_31,pantli,05.12.46
20485,27,387_580r_31,tlilhuahuana,08.01.10
20486,27,387_580r_33,tototl,02.01.13
20487,27,387_580r_35,mazatl,02.02.09
20488,27,387_580r_37,mazatl,02.02.09
20489,27,387_580r_39,atl,04.05.01
20490,27,387_580r_41,cuauhtli,02.01.06
20491,27,387_580r_41,cozcatl,05.07.23
20492,27,387_580v_02,tzontli,01.02.20
20493,27,387_580v_02,tetl,04.04.01
20494,27,387_580v_03,pantli,05.12.46
20495,27,387_580v_05,tlanextli,04.01.06
20496,27,387_580v_05,xochitl,03.03.01
20497,27,387_580v_07,tochtli,02.02.08
20498,27,387_580v_09,ayotl,02.02.28
20499,27,387_580v_11,zacatl,03.02.08
20500,27,387_580v_13,michin,02.03.05
20501,27,387_580v_15,xochitl,03.03.01
20502,27,387_580v_15,tototl,02.01.13
20503,27,387_580v_17,tlatoa,01.02.21
20504,27,387_580v_19,tlalli,04.03.01
20505,27,387_580v_19,olin,04.03.05
20506,27,387_580v_19,olli,03.04.11
20507,27,387_580v_21,michin,02.03.05
20508,27,387_580v_23,ocuilin,02.02.31
20509,27,387_580v_25,miztli,02.02.03
20510,27,387_580v_27,?,09.09.09
20511,27,387_580v_29,coltic,07.01.10
20512,27,387_580v_31,cuixtli,02.01.43
20513,27,387_580v_33,xiuhuitzolli,05.05.07
20514,27,387_580v_35,mazatl,02.02.09
20515,27,387_580v_37,ayotl,02.02.28
20516,27,387_580v_39,tetl,04.04.01
20517,27,387_580v_41,cuauhtli,02.01.06
