id,codexid,cote,element,theme
33559,43,MT_05r_T_06,tentlapilolli,05.13.03
33560,43,MT_05r_T_06,chimalli,05.13.02
33561,43,MT_05r_T_06,xoxoqui,08.01.14
33562,43,MT_05r_T_06,ichcahuipilli,05.07.06
33563,43,MT_05r_T_06,yacametztli,05.06.14
33564,43,MT_05r_T_06,cuaxolotl,05.05.66
33565,43,MT_05r_T_06,xolotl,02.02.13
33566,43,MT_05r_T_07,xicalcoliuhqui,05.13.04
33567,43,MT_05r_T_07,tentlapilolli,05.13.03
33568,43,MT_05r_T_07,chimalli,05.13.02
33569,43,MT_05r_T_07,ichcahuipilli,05.07.06
33570,43,MT_05r_T_07,ocelotl,02.02.01
33571,43,MT_05r_T_07,xiuhtic,08.01.03
33572,43,MT_05r_T_08,tentlapilolli,05.13.03
33573,43,MT_05r_T_08,chimalli,05.13.02
33574,43,MT_05r_T_08,elli,01.03.11
33575,43,MT_05r_T_08,toztli,02.01.03
33576,43,MT_05r_T_08,ichcahuipilli,05.07.06
33577,43,MT_05r_T_08,tzitzimitl,05.05.70
33578,43,MT_05r_T_09,nacazminqui,07.01.55
33579,43,MT_05r_T_09,quimilli,05.12.13
33580,43,MT_05r_T_09,centzontli,03.02.13
33581,43,MT_05r_T_10,tenchapanqui,07.01.61
33582,43,MT_05r_T_10,quimilli,05.12.13
33583,43,MT_05r_T_10,centzontli,03.02.13
33584,43,MT_05r_T_11,?,09.09.09
33585,43,MT_05r_T_11,quimilli,05.12.13
33586,43,MT_05r_T_11,centzontli,03.02.13
33587,43,MT_05v_A_01,atl,04.05.01
33588,43,MT_05v_A_01,comitl,05.03.01
33589,43,MT_05v_A_01,borrado,09.00.28
33590,43,MT_05v_A_02,mitl,05.13.01
33591,43,MT_05v_A_02,azcaxochitl,03.03.07
33592,43,MT_05v_A_02,tlantli,01.02.19
33593,43,MT_05v_A_03,tilmatli,05.07.01
33594,43,MT_05v_A_03,xocpalmachiyotl,01.04.03
33595,43,MT_05v_A_04,atl,04.05.01
33596,43,MT_05v_A_04,?,09.09.09
33597,43,MT_05v_A_05,xihuitl_1,03.02.16
33598,43,MT_05v_A_05,itztli,04.04.06
33599,43,MT_05v_A_05,tlalli,04.03.01
33600,43,MT_05v_A_06,tolin,03.02.02
33601,43,MT_05v_A_06,tzintli,01.04.01
33602,43,MT_05v_A_06,?,09.09.09
33603,43,MT_05v_T_01,cuezcomatl,05.03.31
33604,43,MT_05v_T_01,etl,03.04.07
33605,43,MT_05v_T_01,tlaolli,03.04.23
33606,43,MT_05v_T_01,chian,03.04.06
33607,43,MT_05v_T_02,xolotl,02.02.13
33608,43,MT_05v_T_02,cuaxolotl,05.05.66
33609,43,MT_05v_T_02,yacametztli,05.06.14
33610,43,MT_05v_T_02,ichcahuipilli,05.07.06
33611,43,MT_05v_T_02,xiuhtic,08.01.03
33612,43,MT_05v_T_02,chimalli,05.13.02
33613,43,MT_05v_T_02,tentlapilolli,05.13.03
33614,43,MT_05v_T_02,xicalcoliuhqui,05.13.04
33615,43,MT_05v_T_03,chimalli,05.13.02
33616,43,MT_05v_T_03,ichcahuipilli,05.07.06
33617,43,MT_05v_T_03,yacametztli,05.06.14
33618,43,MT_05v_T_03,copilli,05.05.08
33619,43,MT_05v_T_03,toztli,02.01.03
33620,43,MT_05v_T_03,tentlapilolli,05.13.03
33621,43,MT_05v_T_04,ichcahuipilli,05.07.06
33622,43,MT_05v_T_04,toztli,02.01.03
33623,43,MT_05v_T_04,quetzalpatzactli,05.05.65
33624,43,MT_05v_T_04,quetzalli,02.01.15
33625,43,MT_05v_T_04,chimalli,05.13.02
33626,43,MT_05v_T_04,tentlapilolli,05.13.03
33627,43,MT_05v_T_05,tzitzimitl,05.05.70
33628,43,MT_05v_T_05,ichcahuipilli,05.07.06
33629,43,MT_05v_T_05,tlapalli,08.01.04
33630,43,MT_05v_T_05,elli,01.03.11
33631,43,MT_05v_T_05,chimalli,05.13.02
33632,43,MT_05v_T_05,tentlapilolli,05.13.03
33633,43,MT_05v_T_06,nacazminqui,07.01.55
33634,43,MT_05v_T_06,quimilli,05.12.13
33635,43,MT_05v_T_06,centzontli,03.02.13
33636,43,MT_05v_T_07,?,09.09.09
33637,43,MT_05v_T_07,quimilli,05.12.13
33638,43,MT_05v_T_07,centzontli,03.02.13
33639,43,MT_05v_T_08,centzontli,03.02.13
33640,43,MT_05v_T_08,quimilli,05.12.13
33641,43,MT_05v_T_08,?,09.09.09
33642,43,MT_06r_A_01,xilotl,03.04.01
33643,43,MT_06r_A_01,tepetl,04.03.08
33644,43,MT_06r_A_01,tetl,04.04.01
33645,43,MT_06r_A_02,tlachtli,05.01.07
33646,43,MT_06r_A_03,tzayanalquilitl,03.02.35
33647,43,MT_06r_A_03,atl,04.05.01
33648,43,MT_06r_A_03,apantli,05.14.03
33649,43,MT_06r_A_04,maitl_1,01.03.05
33650,43,MT_06r_A_04,michin,02.03.05
33651,43,MT_06r_A_05,tlantli,01.02.19
33652,43,MT_06r_A_05,tepetl,04.03.08
33653,43,MT_06r_A_05,tetl,04.04.01
33654,43,MT_06r_A_06,azcaxochitl,03.03.07
33655,43,MT_06r_A_06,borrado,09.00.28
33656,43,MT_06r_A_07,tetl,04.04.01
33657,43,MT_06r_A_07,xalli,04.03.07
33658,43,MT_06r_T_01,cuezcomatl,05.03.31
33659,43,MT_06r_T_01,etl,03.04.07
33660,43,MT_06r_T_01,tlaolli,03.04.23
33661,43,MT_06r_T_01,chian,03.04.06
33662,43,MT_06r_T_02,xicalcoliuhqui,05.13.04
33663,43,MT_06r_T_02,tentlapilolli,05.13.03
33664,43,MT_06r_T_02,chimalli,05.13.02
33665,43,MT_06r_T_02,ichcahuipilli,05.07.06
33666,43,MT_06r_T_02,ocelotl,02.02.01
33667,43,MT_06r_T_03,pantli,05.12.46
33668,43,MT_06r_T_03,xiuhtic,08.01.03
33669,43,MT_06r_T_03,copilli,05.05.08
33670,43,MT_06r_T_03,yacametztli,05.06.14
33671,43,MT_06r_T_03,ichcahuipilli,05.07.06
33672,43,MT_06r_T_03,pantli,05.12.46
33673,43,MT_06r_T_03,chimalli,05.13.02
33674,43,MT_06r_T_03,tentlapilolli,05.13.03
33675,43,MT_06r_T_04,centzontli,03.02.13
33676,43,MT_06r_T_04,quimilli,05.12.13
33677,43,MT_06r_T_04,xicalcoliuhqui,05.13.04
33678,43,MT_06r_T_04,tlapalli,08.01.04
33679,43,MT_06r_T_05,nacazminqui,07.01.55
33680,43,MT_06r_T_05,quimilli,05.12.13
33681,43,MT_06r_T_05,centzontli,03.02.13
33682,43,MT_06r_T_06,cuauhtli,02.01.06
33683,43,MT_06r_T_07,centzontli,03.02.13
33684,43,MT_06r_T_07,quimilli,05.12.13
33685,43,MT_06r_T_07,cueitl,05.08.01
33686,43,MT_06r_T_07,huipilli,05.07.05
33687,43,MT_06r_T_07,xicalcoliuhqui,05.13.04
33688,43,MT_06r_T_08,coltic,07.01.10
33689,43,MT_06r_T_08,centzontli,03.02.13
33690,43,MT_06r_T_08,quimilli,05.12.13
33691,43,MT_06r_T_08,itztli,04.04.06
33692,43,MT_06r_T_08,cohuatl,02.02.20
33693,43,MT_06r_T_08,mapilli,01.03.23
33694,43,MT_06r_T_09,centzontli,03.02.13
33695,43,MT_06r_T_09,quimilli,05.12.13
33696,43,MT_06r_T_09,cacamoliuhqui,07.01.60
33697,43,MT_06r_T_10,centzontli,03.02.13
33698,43,MT_06r_T_10,quimilli,05.12.13
33699,43,MT_06r_T_10,ocelotl,02.02.01
33700,43,MT_06v_A_01,cuauhtli,02.01.06
33701,43,MT_06v_A_01,ococuahuitl,03.01.06
33702,43,MT_06v_A_01,tepetl,04.03.08
33703,43,MT_06v_A_01,tetl,04.04.01
33704,43,MT_06v_A_02,tecpan,05.01.34
33705,43,MT_06v_A_02,calli,05.01.01
33706,43,MT_06v_A_03,chapolin,02.01.22
33707,43,MT_06v_A_03,maitl_1,01.03.05
33708,43,MT_06v_A_04,atl,04.05.01
33709,43,MT_06v_A_04,xalli,04.03.07
33710,43,MT_06v_A_04,tlalli,04.03.01
33711,43,MT_06v_A_05,azcaxochitl,03.03.07
33712,43,MT_06v_A_06,atl,04.05.01
33713,43,MT_06v_A_06,yahualiuhqui,07.01.18
33714,43,MT_06v_A_07,ococuahuitl,03.01.06
33715,43,MT_06v_A_07,tepetl,04.03.08
33716,43,MT_06v_A_07,tetl,04.04.01
33717,43,MT_06v_A_08,huitzquilitl,03.02.36
33718,43,MT_06v_A_08,tepetl,04.03.08
33719,43,MT_06v_A_08,tetl,04.04.01
33720,43,MT_06v_A_09,cohuatl,02.02.20
33721,43,MT_06v_A_09,tepetl,04.03.08
33722,43,MT_06v_A_09,tetl,04.04.01
33723,43,MT_06v_A_10,ococuahuitl,03.01.06
33724,43,MT_06v_A_10,atl,04.05.01
33725,43,MT_06v_A_10,cuappantli,05.14.06
33726,43,MT_06v_A_11,tlalli,04.03.01
33727,43,MT_06v_A_11,tlachtli,05.01.07
33728,43,MT_06v_A_12,ococuahuitl,03.01.06
33729,43,MT_06v_A_12,itzcuintli,02.02.12
33730,43,MT_06v_A_13,huitzilin,02.01.04
33731,43,MT_06v_A_13,atl,04.05.01
33732,43,MT_06v_A_13,apantli,05.14.03
33733,43,MT_06v_T_01,chian,03.04.06
33734,43,MT_06v_T_01,tlaolli,03.04.23
33735,43,MT_06v_T_01,etl,03.04.07
33736,43,MT_06v_T_01,cuezcomatl,05.03.31
33737,43,MT_06v_T_02,huepantli,05.01.18
33738,43,MT_06v_T_02,centzontli,03.02.13
33739,43,MT_06v_T_03,centzontli,03.02.13
33740,43,MT_06v_T_03,xopetlatl,05.01.39
33741,43,MT_06v_T_04,centzontli,03.02.13
33742,43,MT_06v_T_04,cuammimilli,05.01.37
33743,43,MT_06v_T_05,centzontli,03.02.13
33744,43,MT_06v_T_05,tlatlatilcuahuitl,03.01.16
33745,43,MT_06v_T_05,cacaxtli,05.03.17
33746,43,MT_06v_T_05,mecapalli,05.03.18
33747,43,MT_06v_T_06,tentlapilolli,05.13.03
33748,43,MT_06v_T_06,chimalli,05.13.02
33749,43,MT_06v_T_06,ichcahuipilli,05.07.06
33750,43,MT_06v_T_06,yacametztli,05.06.14
33751,43,MT_06v_T_06,copilli,05.05.08
33752,43,MT_06v_T_06,xoxoqui,08.01.14
33753,43,MT_06v_T_07,pantli,05.12.46
33754,43,MT_06v_T_07,cuezalpatzactli,05.05.67
33755,43,MT_06v_T_07,cuezalin,02.01.48
33756,43,MT_06v_T_07,ichcahuipilli,05.07.06
33757,43,MT_06v_T_07,chimalli,05.13.02
33758,43,MT_06v_T_07,tentlapilolli,05.13.03
33759,43,MT_06v_T_08,momoyactli,05.05.68
33760,43,MT_06v_T_08,ichcahuipilli,05.07.06
33761,43,MT_06v_T_08,aztatl,02.01.05
33762,43,MT_06v_T_08,chimalli,05.13.02
33763,43,MT_06v_T_08,tentlapilolli,05.13.03
33764,43,MT_06v_T_08,pantli,05.12.46
33765,43,MT_06v_T_08,pantli,05.12.46
33766,43,MT_06v_T_09,centzontli,03.02.13
33767,43,MT_06v_T_09,quimilli,05.12.13
33768,43,MT_06v_T_09,nacazminqui,07.01.55
33769,43,MT_06v_T_10,?,09.09.09
33770,43,MT_06v_T_10,quimilli,05.12.13
33771,43,MT_06v_T_10,centzontli,03.02.13
33772,43,MT_06v_T_11,quimilli,05.12.13
33773,43,MT_06v_T_11,centzontli,03.02.13
33774,43,MT_07r_A_01,toloa,01.01.06
33775,43,MT_07r_A_01,tepetl,04.03.08
33776,43,MT_07r_A_01,tetl,04.04.01
33777,43,MT_07r_A_02,calli,05.01.01
33778,43,MT_07r_A_02,ixtelolotli,01.02.15
33779,43,MT_07r_A_02,tlalli,04.03.01
33780,43,MT_07r_A_03,xicalli,05.03.25
33781,43,MT_07r_A_03,tepetl,04.03.08
33782,43,MT_07r_A_03,tetl,04.04.01
33783,43,MT_07r_A_03,xahuac,07.01.45
33784,43,MT_07r_A_04,tepetl,04.03.08
33785,43,MT_07r_A_04,huitzahui,07.01.29
33786,43,MT_07r_A_04,tetl,04.04.01
33787,43,MT_07r_A_05,mitl,05.13.01
33788,43,MT_07r_A_05,tepetl,04.03.08
33789,43,MT_07r_A_05,tetl,04.04.01
33790,43,MT_07r_A_06,capolcuahuitl,03.01.09
33791,43,MT_07r_A_06,friso,05.01.04
33792,43,MT_07r_A_06,calli,05.01.01
33793,43,MT_07r_A_07,metl,03.02.10
33794,43,MT_07r_A_07,tepetl,04.03.08
33795,43,MT_07r_A_07,tetl,04.04.01
33796,43,MT_07r_A_08,maitl_1,01.03.05
33797,43,MT_07r_A_08,cacalotl,02.01.30
33798,43,MT_07r_A_09,calli,05.01.01
33799,43,MT_07r_A_10,tenamitl,05.01.10
33800,43,MT_07r_A_10,tonatiuh,04.01.05
33801,43,MT_07r_A_11,tetl,04.04.01
33802,43,MT_07r_A_11,maxaltic,07.01.14
33803,43,MT_07r_A_11,tepetl,04.03.08
33804,43,MT_07r_A_12,zoquitl,04.04.17
33805,43,MT_07r_A_12,tzintli,01.04.01
33806,43,MT_07r_T_01,chian,03.04.06
33807,43,MT_07r_T_01,tlaolli,03.04.23
33808,43,MT_07r_T_01,etl,03.04.07
33809,43,MT_07r_T_01,cuezcomatl,05.03.31
33810,43,MT_07r_T_02,cuezcomatl,05.03.31
33811,43,MT_07r_T_02,etl,03.04.07
33812,43,MT_07r_T_02,tlaolli,03.04.23
33813,43,MT_07r_T_02,chian,03.04.06
33814,43,MT_07r_T_03,tentlapilolli,05.13.03
33815,43,MT_07r_T_03,chimalli,05.13.02
33816,43,MT_07r_T_03,elli,01.03.11
33817,43,MT_07r_T_03,xiuhtic,08.01.03
33818,43,MT_07r_T_03,ichcahuipilli,05.07.06
33819,43,MT_07r_T_03,tzitzimitl,05.05.70
33820,43,MT_07r_T_04,xolotl,02.02.13
33821,43,MT_07r_T_04,cuaxolotl,05.05.66
33822,43,MT_07r_T_04,yacametztli,05.06.14
33823,43,MT_07r_T_04,ichcahuipilli,05.07.06
33824,43,MT_07r_T_04,xoxoqui,08.01.14
33825,43,MT_07r_T_04,chimalli,05.13.02
33826,43,MT_07r_T_04,tentlapilolli,05.13.03
33827,43,MT_07r_T_04,xicalcoliuhqui,05.13.04
33828,43,MT_07r_T_05,pantli,05.12.46
33829,43,MT_07r_T_05,tlapalli,08.01.04
33830,43,MT_07r_T_05,copilli,05.05.08
33831,43,MT_07r_T_05,yacametztli,05.06.14
33832,43,MT_07r_T_05,ichcahuipilli,05.07.06
33833,43,MT_07r_T_05,pantli,05.12.46
33834,43,MT_07r_T_05,chimalli,05.13.02
33835,43,MT_07r_T_05,tentlapilolli,05.13.03
33836,43,MT_07r_T_06,tenchapanqui,07.01.61
33837,43,MT_07r_T_06,quimilli,05.12.13
33838,43,MT_07r_T_06,centzontli,03.02.13
33839,43,MT_07r_T_07,ocuiltecayo,07.01.59
33840,43,MT_07r_T_07,quimilli,05.12.13
33841,43,MT_07r_T_07,centzontli,03.02.13
33842,43,MT_07r_T_08,quimilli,05.12.13
33843,43,MT_07r_T_08,centzontli,03.02.13
33844,43,MT_07v_A_01,ocuilin,02.02.31
33845,43,MT_07v_A_02,tenamitl,05.01.10
33846,43,MT_07v_A_02,tzintli,01.04.01
33847,43,MT_07v_A_03,tzintli,01.04.01
33848,43,MT_07v_A_03,ocelotl,02.02.01
33849,43,MT_07v_A_03,eztli,01.01.21
33850,43,MT_07v_A_04,tonatiuh,04.01.05
33851,43,MT_07v_A_05,cohuatl,02.02.20
33852,43,MT_07v_A_05,tepetl,04.03.08
33853,43,MT_07v_A_05,tetl,04.04.01
33854,43,MT_07v_A_06,cozcatl,05.07.23
33855,43,MT_07v_A_06,centli,03.04.02
33856,43,MT_07v_T_01,chian,03.04.06
33857,43,MT_07v_T_01,tlaolli,03.04.23
33858,43,MT_07v_T_01,etl,03.04.07
33859,43,MT_07v_T_01,cuezcomatl,05.03.31
33860,43,MT_07v_T_02,centzontli,03.02.13
33861,43,MT_07v_T_02,iztatl,04.04.12
33862,43,MT_07v_T_02,iztacomitl,05.03.37
33863,43,MT_07v_T_03,ichcahuipilli,05.07.06
33864,43,MT_07v_T_03,toztli,02.01.03
33865,43,MT_07v_T_03,quetzalpatzactli,05.05.65
33866,43,MT_07v_T_03,quetzalli,02.01.15
33867,43,MT_07v_T_03,chimalli,05.13.02
33868,43,MT_07v_T_03,tentlapilolli,05.13.03
33869,43,MT_07v_T_04,tentlapilolli,05.13.03
33870,43,MT_07v_T_04,chimalli,05.13.02
33871,43,MT_07v_T_04,pantli,05.12.46
33872,43,MT_07v_T_04,ichcahuipilli,05.07.06
33873,43,MT_07v_T_04,yacametztli,05.06.14
33874,43,MT_07v_T_04,copilli,05.05.08
33875,43,MT_07v_T_04,xiuhtic,08.01.03
33876,43,MT_07v_T_04,pantli,05.12.46
33877,43,MT_07v_T_05,centzontli,03.02.13
33878,43,MT_07v_T_05,quimilli,05.12.13
33879,43,MT_07v_T_05,ocuiltecayo,07.01.59
33880,43,MT_07v_T_05,tlilpapatlahuac,07.01.57
33881,43,MT_07v_T_06,tenchilnahuayo,07.01.52
33882,43,MT_07v_T_06,ixnextlacuilolli,07.01.58
33883,43,MT_07v_T_06,quimilli,05.12.13
33884,43,MT_07v_T_06,centzontli,03.02.13
33885,43,MT_07v_T_07,centzontli,03.02.13
33886,43,MT_07v_T_07,quimilli,05.12.13
33887,43,MT_07v_T_07,ocuiltecayo,07.01.59
33888,43,MT_07v_T_07,ehecacozcatl,05.07.26
33889,43,MT_07v_T_08,quimilli,05.12.13
33890,43,MT_07v_T_08,centzontli,03.02.13
33891,43,MT_08r_A_01,malinalli,03.01.14
33892,43,MT_08r_A_01,cuaxicalli,01.02.05
33893,43,MT_08r_A_02,tzontli,01.02.20
33894,43,MT_08r_A_02,pantli,05.12.46
33895,43,MT_08r_A_02,cuaxicalli,01.02.05
33896,43,MT_08r_A_02,tzompantli,05.01.40
33897,43,MT_08r_A_02,teopantli,05.01.09
33898,43,MT_08r_A_03,tocado_1,05.05.15
33899,43,MT_08r_A_03,tlacatl,01.01.01
33900,43,MT_08r_A_03,xahualli,05.06.16
33901,43,MT_08r_A_03,tepetl,04.03.08
33902,43,MT_08r_A_03,tetl,04.04.01
33903,43,MT_08r_A_03,papalotl,02.01.23
33904,43,MT_08r_T_01,cuezcomatl,05.03.31
33905,43,MT_08r_T_01,etl,03.04.07
33906,43,MT_08r_T_01,tlaolli,03.04.23
33907,43,MT_08r_T_01,chian,03.04.06
33908,43,MT_08r_T_02,cuezcomatl,05.03.31
33909,43,MT_08r_T_02,etl,03.04.07
33910,43,MT_08r_T_02,tlaolli,03.04.23
33911,43,MT_08r_T_02,chian,03.04.06
33912,43,MT_08r_T_03,omitl_2,05.10.08
33913,43,MT_08r_T_03,mapilli,01.03.23
33914,43,MT_08r_T_03,quimilli,05.12.13
33915,43,MT_08r_T_03,centzontli,03.02.13
33916,43,MT_08r_T_04,centzontli,03.02.13
33917,43,MT_08r_T_04,quimilli,05.12.13
33918,43,MT_08r_T_04,ocuiltecayo,07.01.59
33919,43,MT_08v_A_01,tlachtli,05.01.07
33920,43,MT_08v_A_02,acatl,03.02.05
33921,43,MT_08v_A_02,ixtelolotli,01.02.15
33922,43,MT_08v_A_02,tlalli,04.03.01
33923,43,MT_08v_A_03,cohuatl,02.02.20
33924,43,MT_08v_A_04,calli,05.01.01
33925,43,MT_08v_A_04,tetl,04.04.01
33926,43,MT_08v_A_05,nochtli,03.03.11
33927,43,MT_08v_A_05,tepetl,04.03.08
33928,43,MT_08v_A_05,tetl,04.04.01
33929,43,MT_08v_A_06,tlauhquecholli,02.01.59
33930,43,MT_08v_A_06,tlalpiloni,05.05.14
33931,43,MT_08v_A_06,chalchiuhnacochtli,05.06.09
33932,43,MT_08v_A_06,tlacatl,01.01.01
33933,43,MT_08v_A_06,chalchiuhcozcatl,05.07.27
33934,43,MT_08v_A_06,tepetl,04.03.08
33935,43,MT_08v_A_06,tetl,04.04.01
33936,43,MT_08v_A_07,tlacatl,01.01.01
33937,43,MT_08v_A_07,ixtlilli,05.06.18
33938,43,MT_08v_A_07,?,09.09.09
33939,43,MT_08v_A_07,atl,04.05.01
33940,43,MT_08v_A_07,apantli,05.14.03
33941,43,MT_08v_A_08,xahuac,07.01.45
33942,43,MT_08v_A_08,tepetl,04.03.08
33943,43,MT_08v_A_08,tetl,04.04.01
33944,43,MT_08v_A_09,azcatl,02.02.26
33945,43,MT_08v_A_09,potzalli,04.03.06
33946,43,MT_08v_A_10,tenamitl,05.01.10
33947,43,MT_08v_A_10,tetl,04.04.01
33948,43,MT_08v_T_01,centzontli,03.02.13
33949,43,MT_08v_T_01,xicalli,05.03.25
33950,43,MT_08v_T_02,cuezcomatl,05.03.31
33951,43,MT_08v_T_02,etl,03.04.07
33952,43,MT_08v_T_02,tlaolli,03.04.23
33953,43,MT_08v_T_02,chian,03.04.06
33954,43,MT_08v_T_03,neuccomitl,05.03.19
33955,43,MT_08v_T_03,pantli,05.12.46
33956,43,MT_08v_T_04,centzontli,03.02.13
33957,43,MT_08v_T_04,copalli,03.04.45
33958,43,MT_08v_T_04,petlacalli,05.03.14
33959,43,MT_08v_T_04,petlatl,05.02.03
33960,43,MT_08v_T_05,tentlapilolli,05.13.03
33961,43,MT_08v_T_05,chimalli,05.13.02
33962,43,MT_08v_T_05,elli,01.03.11
33963,43,MT_08v_T_05,toztli,02.01.03
33964,43,MT_08v_T_05,ichcahuipilli,05.07.06
33965,43,MT_08v_T_05,tzitzimitl,05.05.70
33966,43,MT_08v_T_06,tentlapilolli,05.13.03
33967,43,MT_08v_T_06,chimalli,05.13.02
33968,43,MT_08v_T_06,ichcahuipilli,05.07.06
33969,43,MT_08v_T_06,yacametztli,05.06.14
33970,43,MT_08v_T_06,copilli,05.05.08
33971,43,MT_08v_T_06,toztli,02.01.03
33972,43,MT_08v_T_07,xiquipilli,05.03.35
33973,43,MT_08v_T_07,copalli,03.04.45
33974,43,MT_08v_T_07,tlaololli,03.04.46
33975,43,MT_08v_T_08,centzontli,03.02.13
33976,43,MT_08v_T_08,quimilli,05.12.13
33977,43,MT_08v_T_08,ixnextlacuilolli,07.01.58
33978,43,MT_08v_T_08,tenchilnahuayo,07.01.52
33979,43,MT_08v_T_09,cueitl,05.08.01
33980,43,MT_08v_T_09,huipilli,05.07.05
33981,43,MT_08v_T_09,quimilli,05.12.13
33982,43,MT_08v_T_09,centzontli,03.02.13
33983,43,MT_08v_T_10,centzontli,03.02.13
33984,43,MT_08v_T_10,quimilli,05.12.13
33985,43,MT_08v_T_10,mapilli,01.03.23
33986,43,MT_08v_T_10,omitl_2,05.10.08
33987,43,MT_09r_A_01,?,09.09.09
33988,43,MT_09r_A_01,ixtlilli,05.06.18
33989,43,MT_09r_A_01,tlacatl,01.01.01
33990,43,MT_09r_A_01,tepetl,04.03.08
33991,43,MT_09r_A_01,tetl,04.04.01
33992,43,MT_09r_A_02,chilli,03.04.08
33993,43,MT_09r_A_02,atl,04.05.01
33994,43,MT_09r_A_02,apantli,05.14.03
33995,43,MT_09r_A_03,pantli,05.12.46
33996,43,MT_09r_A_03,ohuatl,03.02.07
33997,43,MT_09r_A_04,huitzoctli,05.10.02
33998,43,MT_09r_A_04,quemitl,05.07.03
33999,43,MT_09r_A_05,malacatl,05.10.05
34000,43,MT_09r_A_05,tlachtli,05.01.07
34001,43,MT_09r_A_06,yohualli,04.01.02
34002,43,MT_09r_A_06,ixtelolotli,01.02.15
34003,43,MT_09r_A_07,?,09.09.09
34004,43,MT_09r_A_08,atl,04.05.01
34005,43,MT_09r_A_08,tenamitl,05.01.10
34006,43,MT_09r_A_09,tetl,04.04.01
34007,43,MT_09r_A_09,macpalli,01.03.07
34008,43,MT_09r_A_09,cipactli,02.03.01
34009,43,MT_09r_A_09,oztotl,04.03.09
34010,43,MT_09r_A_10,ichcaxochitl,03.03.05
34011,43,MT_09r_A_10,teopantli,05.01.09
34012,43,MT_09r_A_11,tlantli,01.02.19
34013,43,MT_09r_A_11,atl,04.05.01
34014,43,MT_09r_A_11,maitl_1,01.03.05
34015,43,MT_09r_A_11,xocpalmachiyotl,01.04.03
34016,43,MT_09r_A_12,cuezalin,02.01.48
34017,43,MT_09r_A_12,tlantli,01.02.19
34018,43,MT_09r_T_01,xicalli,05.03.25
34019,43,MT_09r_T_01,centzontli,03.02.13
34020,43,MT_09r_T_02,pantli,05.12.46
34021,43,MT_09r_T_02,neuccomitl,05.03.19
34022,43,MT_09r_T_03,cuezcomatl,05.03.31
34023,43,MT_09r_T_03,etl,03.04.07
34024,43,MT_09r_T_03,tlaolli,03.04.23
34025,43,MT_09r_T_03,chian,03.04.06
34026,43,MT_09r_T_04,petlatl,05.02.03
34027,43,MT_09r_T_04,petlacalli,05.03.14
34028,43,MT_09r_T_04,copalli,03.04.45
34029,43,MT_09r_T_04,centzontli,03.02.13
34030,43,MT_09r_T_05,cozcatl,05.07.23
34031,43,MT_09r_T_05,chalchihuitl,04.04.03
34032,43,MT_09r_T_06,tlaololli,03.04.46
34033,43,MT_09r_T_06,copalli,03.04.45
34034,43,MT_09r_T_06,xiquipilli,05.03.35
34035,43,MT_09r_T_07,ichcahuipilli,05.07.06
34036,43,MT_09r_T_07,toztli,02.01.03
34037,43,MT_09r_T_07,quetzalpatzactli,05.05.65
34038,43,MT_09r_T_07,quetzalli,02.01.15
34039,43,MT_09r_T_07,chimalli,05.13.02
34040,43,MT_09r_T_07,tentlapilolli,05.13.03
34041,43,MT_09r_T_08,xiuhtic,08.01.03
34042,43,MT_09r_T_08,ocelotl,02.02.01
34043,43,MT_09r_T_08,ichcahuipilli,05.07.06
34044,43,MT_09r_T_08,chimalli,05.13.02
34045,43,MT_09r_T_08,tentlapilolli,05.13.03
34046,43,MT_09r_T_08,xicalcoliuhqui,05.13.04
34047,43,MT_09r_T_09,tentlapilolli,05.13.03
34048,43,MT_09r_T_09,chimalli,05.13.02
34049,43,MT_09r_T_09,pantli,05.12.46
34050,43,MT_09r_T_09,ichcahuipilli,05.07.06
34051,43,MT_09r_T_09,yacametztli,05.06.14
34052,43,MT_09r_T_09,copilli,05.05.08
34053,43,MT_09r_T_09,tlapalli,08.01.04
34054,43,MT_09r_T_09,pantli,05.12.46
34055,43,MT_09r_T_10,centzontli,03.02.13
34056,43,MT_09r_T_10,quimilli,05.12.13
34057,43,MT_09r_T_11,pantli,05.12.46
34058,43,MT_09r_T_11,tepoztli,05.10.12
34059,43,MT_09r_T_12,centzontli,03.02.13
34060,43,MT_09r_T_12,quimilli,05.12.13
34061,43,MT_09r_T_12,cacamoliuhqui,07.01.60
34062,43,MT_09r_T_12,mapilli,01.03.23
34063,43,MT_09r_T_13,mapilli,01.03.23
34064,43,MT_09r_T_13,tlilpapatlahuac,07.01.57
34065,43,MT_09r_T_13,quimilli,05.12.13
34066,43,MT_09r_T_13,centzontli,03.02.13
34067,43,MT_09r_T_14,centzontli,03.02.13
34068,43,MT_09r_T_14,quimilli,05.12.13
34069,43,MT_09r_T_14,ixnextlacuilolli,07.01.58
34070,43,MT_09r_T_14,tenchilnahuayo,07.01.52
34071,43,MT_09r_T_14,ehecatl,04.02.05
34072,43,MT_09r_T_15,cueitl,05.08.01
34073,43,MT_09r_T_15,huipilli,05.07.05
34074,43,MT_09r_T_15,quimilli,05.12.13
34075,43,MT_09r_T_15,centzontli,03.02.13
34076,43,MT_09r_T_16,centzontli,03.02.13
34077,43,MT_09r_T_16,quimilli,05.12.13
34078,43,MT_09v_A_01,cihuatl,01.02.11
34079,43,MT_09v_A_01,xahuac,07.01.45
34080,43,MT_09v_A_02,atl,04.05.01
