id,codexid,cote,lecture,element
442,1,X.020.D.43,tecihuatzin," tetl,"
443,1,X.020.D.45,xiloxochitzin," xilotl, xochitl,"
444,1,X.020.D.47,tlaltecatzin," tlalli,"
445,1,X.020.D.49,chalchiuhcihuatzin," chalchihuitl,"
446,1,X.020.D.51,cohuatzin," cohuatl,"
447,1,X.020.D.54,pochoxochitzin," pochotl, xochitl,"
448,1,X.020.D.57,tocpacxochitzin," xochitl, pachtli, cuaitl,"
449,1,X.020.D.58,mamalhuazco altepetl," mitl, tlecuahuitl, tepetl, atl,"
450,1,X.020.D.60,malinalxochitzin," xochitl, effacé,"
451,1,X.020.D.63,yohualnahuacatzin," yohualli, tlatoa, ilhuicatl,"
452,1,X.020.D.66,chalchiuhtotomotzin," chalchihuitl, totomochtli,"
453,1,X.020.D.67,tlotzin," cuauhtli, plume_01,"
454,1,X.020.D.69-,tlatzalanoztoc altepetl," oztotl, tetl, atl, tepetl, atl, tlatzalan, nextic,"
455,1,X.020.D.70,ce tecpatl xihuitl xiuhtlalpile," ce, tecpatl, xiuhtic, tlalpilli,"
456,1,X.020.D.72,tocpacxochitzin," fleur_02, pachtli, cuaitl,"
457,1,X.020.D.74,quinatzin," itzcuintli, tlatoa,"
458,1,X.020.D.75,tlaltecatzin," tlalli,"
459,1,X.020.D.78,azcaxochitzin," tamazolin, azcaxochitl,"
460,1,X.020.D.80,malinalxochitzin," xochitl, malinalli,"
461,1,X.020.D.81,cipacxochitzin," cipactli, xochitl,"
462,1,X.020.D.83,chalco atenco," chalchihuitl, comitl, tentli, atl, cilli,"
463,1,X.020.D.85,chalchiuhtotomotzin," chalchihuitl, totomochtli,"
464,1,X.020.E.01,zacatitechcochi altepetl tlacamecayotl," zacatl, xahualli, tepetl, atl, icopi, mecatl,"
465,1,X.020.E.02,," xahualli,"
466,1,X.020.E.04,citli," tochtli, artefact_05,"
467,1,X.020.E.05,nopaltzin," nopalli,"
468,1,X.020.E.07,tepanohuayan ou cuauhacalco," acalli, atl,"
469,1,X.020.E.08,nopaltzin," nopalli,"
470,1,X.020.E.10,chiconcuauh," macuilli, ce, cuauhtli,"
471,1,X.020.E.12,ce tecpatl xihuitl xiuhtlalpile," ce, tecpatl, xiuhtic, tlalpilli,"
472,1,X.020.E.14,tzihuacxochitzin," tzihuactli, xochitl,"
473,1,X.020.E.15,tenancacaltzin," tetl, tenamitl, mitl,"
474,1,X.020.E.17,pochotl," pochotl,"
475,1,X.020.E.18,tlotzin," cuauhtli, plume_01,"
476,1,X.020.E.21,," terre_02,"
477,1,X.020.E.22,xaltocan," tocatl, xalli,"
478,1,X.020.E.24,tochintzin," tochtli,"
479,1,X.020.E.25,tequihuatzin ou ...quen," tilmatli, huictli,"
480,1,X.020.E.28,cipacxochitzin," cipactli, xochitl,"
481,1,X.020.E.30,atencatzin," tentli, atl,"
482,1,X.020.E.31,popozoc," comitl, atl,"
483,1,X.020.E.34,macuilcohuatl," macuilli, cohuatl,"
484,1,X.020.E.36,chalchiuh...," chalchihuitl, ornement_03,"
485,1,X.020.E.39,tzompantzin," centzontli, pantli,"
486,1,X.020.E.40,metztitlan altepetl," tlantli, metztli, tepetl, atl,"
487,1,X.020.F.01,xolotl," xolotl,"
488,1,X.020.F.03,huetzin," huehuetl,"
489,1,X.020.F.04,...tlaca...," tlacatl,"
490,1,X.020.F.06,itzmitl," itztli, mitl,"
491,1,X.020.F.08,nopaltzin," nopalli,"
492,1,X.020.F.09,azcaxochitzin," tamazolin, azcaxochitl, tlapalli,"
493,1,X.020.F.11-,oztopolco altepetl," oztotl, tetl, atl, tepetl, atl,"
494,1,X.020.F.12,tomiyauh," miyahuatl, tototl,"
495,1,X.020.F.14,xolotl," xolotl,"
496,1,X.020.F.16-,tenanyocan," tetl,"
497,1,X.020.F.17,ompohualli macuilli xihuitl," centli, xihuitl_4, macuilli, xiuhtic, ce,"
498,1,X.020.F.18,," effacé,"
499,1,X.020.F.19,," effacé,"
500,1,X.020.F.21,tzihuacxochitzin," tzihuactli, fleur_01,"
501,1,X.020.F.23,cuetlaxxochitzin," cuetlaxtli, xochitl,"
502,1,X.020.F.26,tecpa," tecpatl,"
503,1,X.020.F.28,iztaccuauhtli," iztac, cuauhtli,"
504,1,X.020.G.01,matlactli calli," macuilli, calli, tlapalli,"
505,1,X.020.G.02-,," xamitl, tzacualli, atl, nextic,"
506,1,X.020.G.05,nauhyotl," ce,"
507,1,X.020.G.06,colhuacan altepetl," tepetl, coltic, atl,"
508,1,X.020.G.07,xolotl," xolotl,"
509,1,X.020.G.10,achitometl," chian, metl, atl,"
510,1,X.020.G.12,acolhua," maitl_1, atl,"
511,1,X.020.G.14,chiconcuauh," macuilli, ce, cuauhtli,"
512,1,X.020.G.16,tzontecoma," tecomatl, centzontli,"
513,1,X.020.G.17,ce tochtli ce xihuitl," ce, tochtli, ce, teoxihuitl,"
514,1,X.020.G.18,eipohualli caxtolli ei xihuitl," centli, xihuitl_4, macuilli, ce, xiuhtic,"
515,1,X.020.G.19,ompohualli matlactli ome xihuitl," centli, xihuitl_4, macuilli, ce, xiuhtic, ce,"
516,1,X.020.G.20,ce tecpatl xihuitl xiuhtlalpile," ce, tecpatl, xiuhtic, tlalpilli,"
517,1,X.020.G.21,tolteca(tl) maxalihui," tolin, tentli, xocpalmachiyotl,"
518,1,X.020.G.22,cuetlaxxochitzin," cuetlaxtli, effacé,"
519,1,X.020.G.24,ce tecpatl xihuitl xiuhtlalpile," ce, tecpatl, xiuhtic, tlalpilli,"
520,1,X.020.G.26,acolhua," maitl_1, atl,"
521,1,X.020.G.27,azcapotzalco," tamazolin, potzalli, tlapalli,"
522,1,X.020.G.28,tezozomoc," zozoma, effacé,"
523,1,X.020.G.30,," effacé,"
524,1,X.020.G.32,acamapichtli," maitl_1, piqui, mitl,"
525,1,X.020.H.02,," effacé,"
526,1,X.020.H.04,," effacé,"
527,1,X.020.H.05,huixachtitlan altepetl," fruit_01, tepetl, atl,"
528,1,X.020.H.06,nauhyotl," ce,"
529,1,X.020.H.08,pochotl," pochotl,"
530,1,X.020.H.10,," fleur_01, effacé,"
531,1,X.020.H.12,iztapantzin," iztatl, pantli,"
532,1,X.020.H.13,pochotl," pochotl,"
533,1,X.020.H.15,achitometl," chian, metl, atl,"
534,1,X.020.H.18,," fleur_01, chimalli, atl,"
535,1,X.020.H.20,mazahuatzin," mazatl, atl, cuacuahuitl,"
536,1,X.020.H.22,azcaxochitzin," tamazolin, azcaxochitl, tlapalli,"
537,1,X.020.H.24,colhuacan," tepetl, coltic,"
538,1,X.020.H.25,iztactzontzin," iztac, centzontli,"
539,1,X.020.H.27,ocelopan," ocelotl, pantli,"
540,1,X.020.H.29,chapoltepec altepetl," chapolin, tepetl, atl,"
541,1,X.020.H.30,aztatzin," aztatl,"
542,1,X.020.H.33,matlalcihuatzin," matlalli,"
543,1,X.020.H.34,ompohualli matlactli ome xihuitl," centli, teoxihuitl, macuilli, ce, xiuhtic,"
544,1,X.020.H.35,pochotl," pochotl,"
545,1,X.020.H.37,," tolin,"
546,1,X.020.H.38,," effacé,"
547,1,X.020.H.40,," effacé,"
548,1,X.020.H.42,azcaxochitzin," tamazolin, effacé, tlapalli,"
549,1,X.020.Z.01,tepetla," tepetl, tepetla,"
550,1,X.020.Z.02,teoatl," atl, huei,"
551,1,X.030.A.01,? altepetl," tepetl, atl, effacé,"
552,1,X.030.A.02,," tilmatli,"
553,1,X.030.A.03-,tenamitic altepetl," tetl, tepetl, atl,"
554,1,X.030.A.07,ompohualli matlactli ome xihuitl," centli, teoxihuitl, macuilli, ce, ce, xiuhtic,"
555,1,X.030.A.08,zacatlan altepetl," zacatl, tlantli, tepetl, atl,"
556,1,X.030.A.09-,," effacé,"
557,1,X.030.A.10,tollantzinco," tolin, tzintli,"
558,1,X.030.A.12,zacatitechcochi," zacatl, icopi,"
559,1,X.030.A.14,tepeapolco altepetl," apoctli, tepetl, atl,"
560,1,X.030.A.15,ocotoch," ococuahuitl, tochtli,"
561,1,X.030.A.17,acolhuaca(tl)," maitl_1, atl,"
562,1,X.030.A.19,quinatzin," itzcuintli, atl, tlatoa,"
563,1,X.030.A.19-,tlaltecatzin," tlalli,"
564,1,X.030.A.20,huihuaxtzin," huictli, huaxin,"
565,1,X.030.A.22,teotihuacan," tzacualli,"
566,1,X.030.A.23,texcoco," texcalli, tetl, tepetl,"
567,1,X.030.A.24,tepetla patlachiuhcan," tepetl, montagnes_04,"
568,1,X.030.A.26,ce tecpatl xihuitl," ce, tecpatl, teoxihuitl, ce, xiuhtic,"
569,1,X.030.A.27,tepetla cuauhyacac," tepetl, montagnes_02,"
570,1,X.030.A.28,yacanex," yacatl, nextli,"
571,1,X.030.A.30,," tentli,"
572,1,X.030.A.30-,...tla...," tlantli,"
573,1,X.030.A.31,citli," tochtli,"
574,1,X.030.A.32,tepetlaoztoc," oztotl, tetl, petlatl,"
575,1,X.030.A.33,," zacatl, huictli, tlalli, cohuatl, tochtli, mazatl, huitztli,"
576,1,X.030.A.35,icuech," cuechtli,"
577,1,X.030.A.37,ocotoch," ococuahuitl, tochtli,"
578,1,X.030.B.02,xolochtepec altepetl," xolochtic, tepetl, atl,"
579,1,X.030.B.03,ce tecpatl xihuitl," ce, tecpatl, teoxihuitl, ce, xiuhtic,"
580,1,X.030.B.06,eipohualli xihuitl," centli, teoxihuitl, ce,"
581,1,X.030.B.07-,cholollan altepetl," chocholli, tepetl, atl,"
582,1,X.030.B.09,tlaxcallan," macpalli, tlaxcalli,"
583,1,X.030.B.11,cuauhtlachtzin," cuauhtli, tlachtli,"
584,1,X.030.B.12,callalli," tlalli, calli,"
585,1,X.030.B.13,nopaltzin," nopalli,"
586,1,X.030.B.15,tlotzin," cuauhtli, plume_01,"
587,1,X.030.B.16,pochotl," pochotl,"
588,1,X.030.B.18,xolotepec altepetl," xolotl, tepetl, atl,"
589,1,X.030.B.19-,huexotla atenco oztoc," huexocuahuitl, tentli, atl, cilli, oztotl,"
590,1,X.030.B.20,tepetla," tepetl, montagnes_03,"
591,1,X.030.B.21,texcoco altepetl," tetl, comitl, texcalli, tepetl, atl,"
592,1,X.030.B.22,tomiyauh," tototl, miyahuatl,"
593,1,X.030.B.26,tochinteuctli," tochtli,"
594,1,X.030.B.27,ce xihuitl," teoxihuitl, ce,"
595,1,X.030.B.28,tlaltecatzin," tlalli,"
596,1,X.030.B.29,quinatzin," itzcuintli, atl, tlatoa,"
597,1,X.030.B.30,ce tecpatl xihuitl," ce, tecpatl, teoxihuitl, ce, xiuhtic,"
598,1,X.030.B.33,icuech," cuechtli,"
599,1,X.030.B.34,ocotoch," ococuahuitl, tochtli,"
600,1,X.030.B.36,oztoticpac," oztotl, pantli,"
601,1,X.030.B.37,," huictli, tlalli,"
602,1,X.030.C.02,macuilpohualli caxtolli ei xihuitl," centli, teoxihuitl, macuilli, ce, ce, xiuhtic,"
603,1,X.030.C.03,," atl, terre_02, atl, cilli,"
604,1,X.030.C.04,tochinteuctli," tochtli,"
605,1,X.030.C.06,xaltepetlaoztoc," oztotl, tetl, xalli, petlatl,"
606,1,X.030.C.08-,chicomacahuatzin," macuilli, ce, acatl, atl, mitl,"
607,1,X.030.C.10,," effacé, atl,"
608,1,X.030.C.11,," xocpalmachiyotl,"
609,1,X.030.C.12,cuauhtlitentzin," cuauhtli, tentli,"
610,1,X.030.C.14,ce tecpatl xihuitl," ce, tecpatl, teoxihuitl, ce, xiuhtic,"
611,1,X.030.C.15,huexotzinco," huexocuahuitl, tzintli,"
612,1,X.030.C.17,tlacatlanex," tlacatl, tlanextli,"
613,1,X.030.C.18,yacanex," yacatl, nextli,"
614,1,X.030.C.20,chichimeca(tl)," tlahuitolli, mitl, mecatl,"
615,1,X.030.C.21,ce tecpatl xihuitl," ce, tecpatl, teoxihuitl, xiuhtic,"
616,1,X.030.C.23,huetzin," huehuetl, ocelotl,"
617,1,X.030.C.24,ompohualli matlactli ome xihuitl," centli, teoxihuitl, macuilli, ce, ce, xiuhtic,"
618,1,X.030.C.25-,acolhuaoztoc," cilli, maitl_1, atl, oztotl,"
619,1,X.030.C.27,matzicoltzin," maitl_1, coltic,"
620,1,X.030.C.28,chicomacahuatzin," macuilli, ce, acatl, mitl, atl,"
621,1,X.030.C.30,memexotzin," metl, tlanelhuatl, effacé,"
622,1,X.030.C.31,itzolinqui," itztli, olin,"
623,1,X.030.C.33,matlactli ei acatl xihuitl," macuilli, ce, acatl, mitl, teoxihuitl, ce, xiuhtic,"
624,1,X.030.C.34,atototzin," tototl, atl,"
625,1,X.030.C.37,huetzin," huehuetl, ocelotl,"
626,1,X.030.C.38,tetlyopeuhqui," tetl, artefact_17,"
627,1,X.030.C.39,tlacatlanex," tlacatl, tlanextli,"
628,1,X.030.C.41,quecholpantzin," quecholli, pantli,"
629,1,X.030.C.42,cuauhtlachtzin," cuauhtli, tlachtli,"
630,1,X.030.C.44,tochinteuctli," tochtli,"
631,1,X.030.C.46,," tlantli, tletl,"
632,1,X.030.C.47,acolmiztli xalmatzin," maitl_1, atl, xalli, miztli,"
633,1,X.030.C.49,cohuaxochitzin," xochitl, cohuatl,"
634,1,X.030.C.51,," nextli, cohuatl,"
635,1,X.030.C.52-,cohuaxoanac," cohuatl, xocpalli,"
636,1,X.030.C.53,tlaltepantzin," tentli, tlalli,"
637,1,X.030.C.56,azcaxochitzin," tamazolin, azcaxochitl,"
638,1,X.030.C.57,," ixtelolotli, tlalli, huictli,"
639,1,X.030.C.58,tlatenpan," pantli, tentli, tlantli,"
640,1,X.030.C.59,," effacé,"
641,1,X.030.C.61,tzacualtitlan tlalli," xamitl, tzacualli, tlalli,"
642,1,X.030.C.62,ce tecpatl xihuitl," ce, tecpatl, teoxihuitl, ce, xiuhtic,"
643,1,X.030.D.01,atoctli atlalli," tlalli, atl, ohuatl,"
644,1,X.030.D.02,itzocan ? altepetl," atl, tepetl, atl, cilli,"
645,1,X.030.D.03,nauhpohualli matlactli ome xihuitl," centli, teoxihuitl, macuilli, ce, ce, xiuhtic,"
646,1,X.030.D.05,xiuhtlatoatzin," tentli, tlatoa, teoxihuitl,"
647,1,X.030.D.06,cuauhtepec altepetl," cuauhtli, tepetl, atl,"
648,1,X.030.D.07,ompohualli matlactli ome xihuitl," centli, teoxihuitl, macuilli, ce, ce, xiuhtic,"
649,1,X.030.D.09,tlacaximaltzin," tlacatl, tepoztli,"
650,1,X.030.D.11,yohualnahuacatzin," yohualli, tlatoa, ilhuicatl,"
651,1,X.030.D.13,yohualnahuacatzin," yohualli, tlatoa, ilhuicatl,"
652,1,X.030.D.14,chalco," chalchihuitl, cozcatl, comitl,"
653,1,X.030.D.15,ahuatlaltepec altepetl," ahuacuahuitl, tlalli, tepetl, atl,"
654,1,X.030.D.16,," tlalli,"
655,1,X.030.D.17,cohuatepec altepetl," cohuatl, tepetl, atl,"
656,1,X.030.D.18,ompohualli matlactli ome xihuitl," centli, teoxihuitl, macuilli, ce, ce, xiuhtic,"
657,1,X.030.D.19,cohuaxochitzin," xochitl, cohuatl,"
658,1,X.030.D.21,xiuhnenetzin," teoxihuitl, nenetl,"
659,1,X.030.D.24,acacitzin," tochtli, acatl, mitl,"
660,1,X.030.D.25,tlalpiltepec altepetl," mecatl, tlalpilli, tepetl, atl,"
661,1,X.030.D.26,," tlalli,"
662,1,X.030.D.28,cohuaxochitzin," xochitl, cohuatl,"
663,1,X.030.D.31,yohualtzatzitzin," tentli, tlatoa, yohualli, ilhuicatl,"
664,1,X.030.D.32,," tentli, ?_10,"
665,1,X.030.D.34,," tlalli,"
666,1,X.030.D.35,cuatlapancan zohuatepec altepetl," tepetl, atl, tlapanqui,"
667,1,X.030.D.36,yohualchichimecatzin," yohualli, chian, ilhuicatl,"
668,1,X.030.D.38,xiuhnenetzin," teoxihuitl, nenetl,"
669,1,X.030.D.41,amitzin," mitl, atl,"
670,1,X.030.D.42,chalco atenco," chalchihuitl, cozcatl, comitl, tentli, atl, cilli,"
671,1,X.030.E.01,," effacé,"
672,1,X.030.E.03,," pantli, effacé,"
673,1,X.030.E.04,yacanex," yacatl, nextli,"
674,1,X.030.E.06,acolhuaca(tl)," maitl_1, atl,"
675,1,X.030.E.08,huetzin," huehuetl, ocelotl,"
676,1,X.030.E.09,," effacé,"
677,1,X.030.E.11,ce tecpatl xihuitl," ce, tecpatl, teoxihuitl, ce, xiuhtic,"
678,1,X.030.E.12-,cempohuallan oztoc," macuilli, oztotl,"
679,1,X.030.E.14,chiauhtla atlalli," tlantli, atl, tlalli, quiyahuitl,"
680,1,X.030.E.15,chichimeca(tl)," tlahuitolli, mitl, mecatl,"
681,1,X.030.E.16,tepanohuayan ou cuauhacalco," acalli, atl,"
682,1,X.030.E.17,chiconcuauh," cuauhtli, macuilli, ce,"
683,1,X.030.E.19,chiconcuauh," cuauhtli, macuilli, ce,"
684,1,X.030.E.22,xaltocan," xalli, tocatl,"
685,1,X.030.E.23,? altepetl," tepetl, atl,"
686,1,X.030.E.24,ompohualli matlactli ome xihuitl," centli, teoxihuitl, macuilli, ce, ce, xiuhtic,"
687,1,X.030.E.25,opanteuctli," pantli, otli, effacé,"
688,1,X.030.E.28,tochinteuctli," tochtli,"
689,1,X.030.E.29,atotonilco," atl, comitl, tepetl,"
690,1,X.030.E.30,tepotzotlan," tepotzotli,"
691,1,X.030.E.31,," tentli, ?_04,"
692,1,X.030.E.34,acolhuaca(tl)," maitl_1, atl,"
693,1,X.030.E.35,tzompantitlan," centzontli, pantli, tlantli,"
694,1,X.030.E.36,huehuecuauhtitlan," cuahuitl_1, effacé, tlantli,"
695,1,X.030.F.01,tzompantitlan," centzontli, pantli, tlantli,"
696,1,X.030.F.02,macuilpohualli nahui xihuitl," centli, xihuitl_4, ce, ce, xiuhtic,"
697,1,X.030.F.03-,tenanyocan oztopolco altepetenamitl," tetl, oztotl, atl, tepetl, atl, tetl,"
698,1,X.030.F.05,xolotl," xolotl,"
699,1,X.030.F.09,tochinteuctli," tochtli,"
700,1,X.030.F.10,acamapichtli," piqui, mitl, acatl, maitl_1,"
701,1,X.030.F.13,ilancueitl," cueitl, tlantli,"
702,1,X.030.F.14,huepantecatl," huepantli, pantli,"
703,1,X.030.F.16,xiuhtlatonac," teoxihuitl, tlantli, tlanextli,"
704,1,X.030.F.18,chalchiuhtlanextzin," chalchihuitl, tlanextli,"
705,1,X.030.F.20,huitzilihuitzin," huitzilin, ihuitl,"
706,1,X.030.G.01-,matlactli ome," ce, matlactli,"
707,1,X.030.G.03,xilocihuatzin," xilotl,"
708,1,X.030.G.05,cohuaxochitzin," xochitl, cohuatl,"
709,1,X.030.G.07,tepeatenco altepetl," tepetl, atl,"
710,1,X.030.G.08,xolotl," xolotl,"
711,1,X.030.G.10,matlactli ei tecpatl," tecpatl, macuilli, ce,"
712,1,X.030.G.11,nopaltzin," nopalli,"
713,1,X.030.G.13,macuilpohualli matlactli ei xihuitl," centli, teoxihuitl, macuilli, ce, ce, xiuhtic,"
714,1,X.030.G.13-,tlatoa," tlatoa,"
715,1,X.030.G.14,acolhua," maitl_1,"
716,1,X.030.G.16,ompohualli matlactli ome xihuitl," centli, teoxihuitl, macuilli, ce, ce, xiuhtic,"
717,1,X.030.G.17,azcapotzalco," tamazolin, potzalli,"
718,1,X.030.H.01,pochotl," pochotl,"
719,1,X.030.H.02,tlotzin," cuauhtli, plume_01,"
720,1,X.030.H.04,tlallanoztoc," oztotl, tlalli, effacé,"
721,1,X.030.H.05,tocpacxochitzin," xochitl, pachtli,"
722,1,X.030.H.07,ompohualli matlactli ome xihuitl," centli, teoxihuitl, macuilli, ce, ce, xiuhtic,"
723,1,X.030.H.09,tlacateotzin," tonatiuh,"
724,1,X.030.H.10,tlatzalan altepetl," tlatzalan, tepetl, atl,"
725,1,X.030.H.12,yacanex," yacatl, nextli,"
726,1,X.030.H.13,? altepetl," tepetl, atl,"
727,1,X.030.H.14,ichpochtli," ichpochtli,"
728,1,X.030.H.15,...tla...," tlantli,"
729,1,X.030.H.16,nopaltzin," nopalli,"
730,1,X.030.H.18,tonalxochitlanextzin," tonalli, xochitl, tlanextli,"
731,1,X.030.H.20,," fleur_01, chimalli, atl,"
732,1,X.030.H.22,calquiyauhtzin," calli, quiyahuitl,"
733,1,X.030.H.23,ce tecpatl," ce, tecpatl,"
734,1,X.030.H.24,cempohualli xihuitl," centli, teoxihuitl, ce,"
735,1,X.030.H.26,tonalxochitlanextzin," tonalli, xochitl, tlanextli,"
736,1,X.030.H.28,," effacé, effacé,"
737,1,X.030.H.29,macuilpohualli nahui xihuitl," centli, xihuitl_4, ce, ce, xiuhtic,"
738,1,X.030.H.30,chapoltepec altepetl," chapolin, tepetl, atl,"
739,1,X.030.I.01,pochotl," pochotl,"
740,1,X.030.I.03,," tlalli, effacé,"
741,1,X.030.I.04,atlalli," tlalli, atl, apantli, tlantli, tliltic, ahuictli, acalli, tlantli"
742,1,X.030.I.04-,atototzin acatototzin," acatl, tototl, atl,"
743,1,X.030.I.05-,ilancueitl," tlantli, cueitl,"
744,1,X.030.I.06,atototzin acatototzin," tototl, atl, acatl,"
745,1,X.030.I.08,achitometl," chian, metl, atl,"
746,1,X.030.I.10,xilocihuatzin," xilotl,"
747,1,X.030.I.11,colhuacan altepetl," tepetl, coltic, atl,"
748,1,X.030.I.12,...pan," pantli, etl,"
749,1,X.030.I.14,ilancueitl," cueitl, tlantli,"
750,1,X.030.I.15,ce tecpatl," ce, tecpatl,"
751,1,X.030.I.17,achitometl," chian, metl, atl,"
752,1,X.030.I.18,cempohualli chicome xihuitl," centli, teoxihuitl, ce, macuilli, ce, xiuhtic,"
753,1,X.030.I.19,eipohualli caxtolli ce xihuitl," centli, teoxihuitl, macuilli, ce, ce, xiuhtic,"
754,1,X.030.I.21,coyohuatzin," coyotl,"
755,1,X.030.I.22,coyohuacan," coyotl, atl, atl,"
756,1,X.030.I.24,aca...," acatl, mitl, atl, cilli, tepetl,"
757,1,X.030.Z.01,tepetla," tepetl, tepetla,"
758,1,X.030.Z.02,teoatl," atl, huei,"
759,1,X.040.A.01,teapazco," atl, effacé, tepetl, atl,"
760,1,X.040.A.02,," effacé, tecomatl,"
761,1,X.040.A.03,zacatitechcochi," zacatl, icopi,"
762,1,X.040.A.05,tepeapolco altepetl," apoctli, tepetl, atl,"
763,1,X.040.A.06,quinatzin," itzcuintli, tlatoa,"
764,1,X.040.A.06-,tlaltecatzin," tlalli,"
765,1,X.040.A.08,metztitlan chane(que)," calli, metztli,"
766,1,X.040.A.10,tototepeca(tl)," tototl, tepetl,"
767,1,X.040.A.12,," quiyahuitl,"
768,1,X.040.A.13,metz...," metztli, tetl,"
769,1,X.040.A.14,metztitlan chane(que)," calli, metztli,"
770,1,X.040.A.16,tototepeca(tl)," tototl, tepetl,"
771,1,X.040.A.18,huetzin," huehuetl, ocelotl,"
772,1,X.040.A.20,," texcalli, tepetl,"
773,1,X.040.A.21,tepetla patlachiuhcan," tepetl, montagnes_04,"
774,1,X.040.A.22,metz...," metztli, tepetl,"
775,1,X.040.A.23,," tetl, atl,"
776,1,X.040.A.24,...maza...," mazatl, cuacuahuitl, comitl,"
777,1,X.040.A.25,xilocuechtzin," xilotl, cuechtli,"
778,1,X.040.A.28,cohuaxochitzin," xochitl, cohuatl,"
779,1,X.040.A.29,," tetl, atl, ?_03,"
780,1,X.040.A.30,tototepeca(tl)," tototl, tepetl,"
781,1,X.040.A.31,chimalpan," chimalli, tentlapilolli, pantli,"
782,1,X.040.A.33,," effacé,"
783,1,X.040.A.34,zoltepec," zolin, tepetl,"
784,1,X.040.A.35,metz...," metztli, atl, cilli, terre_02,"
785,1,X.040.A.36,tepetla cuauhyacac," tepetl, montagnes_02,"
786,1,X.040.A.37,ocotoch," ococuahuitl, effacé,"
787,1,X.040.A.39,metztitlan chane(que)," metztli, calli,"
788,1,X.040.A.42,nopaltzin," nopalli,"
789,1,X.040.A.43,cuetlachihuitzin," cuetlachtli, ihuitl,"
790,1,X.040.B.01,," huictli, tlalli,"
791,1,X.040.B.02,quinatzin," itzcuintli, tlatoa,"
792,1,X.040.B.03,tlaltecatzin," tlalli,"
793,1,X.040.B.05,," tletl, tlecuaztli,"
794,1,X.040.B.06,," tepetl,"
795,1,X.040.B.07,nahui acatl xihuitl," ce, acatl, mitl, xiuhtic,"
796,1,X.040.B.08,techotlalatzin," tototl, tetl,"
797,1,X.040.B.11,tozquentzin," toztli, quemitl, aztatl,"
798,1,X.040.B.12,tochinteuctli," tochtli,"
799,1,X.040.B.14,quiyauhtzin," quiyahuitl,"
800,1,X.040.B.16,quinatzin," itzcuintli, tlatoa,"
801,1,X.040.B.16-,tlaltecatzin," tlalli,"
802,1,X.040.B.17,chicuei calli xihuitl," macuilli, ce, calli, xiuhtic,"
803,1,X.040.B.19,nauhpohualli xihuitl," centli, ce, xiuhtic,"
804,1,X.040.B.20-,texcoco altepetl texcotl oztoc," tetl, oztotl, tepetl, atl, tetl, comitl, texcalli,"
805,1,X.040.B.23,tepetla," tepetl, montagnes_03,"
806,1,X.040.B.24,itenpantzin," tentli, pantli,"
807,1,X.040.B.25,cohuatzin," cohuatl,"
808,1,X.040.B.27,tlailotlacan," otli, xocpalmachiyotl,"
809,1,X.040.B.28-,huexotla atenco oztoc," huexocuahuitl, tentli, atl, cilli, oztotl, tetl,"
810,1,X.040.B.30,tlaltecatzin," tlalli,"
811,1,X.040.B.31,quinatzin," itzcuintli, tlatoa,"
812,1,X.040.B.34,cuauhcihuatzin," cuauhtli, huipilli, cueitl, corps_05,"
813,1,X.040.B.35,tomiyauh," tototl, miyahuatl,"
814,1,X.040.B.38,tochinteuctli," tochtli,"
815,1,X.040.B.39,chicomacatzin," macuilli, ce, acatl,"
816,1,X.040.B.42,xilocuechtzin," xilotl, cuechtli,"
817,1,X.040.B.43,matzicoltzin," maitl_1, coltic,"
818,1,X.040.B.45,tlacateotzin," tonatiuh,"
819,1,X.040.B.48,texcocacihuatzin," tepetl, texcalli, tetl,"
820,1,X.040.B.49,memexotzin," metl, tlanelhuatl, effacé,"
821,1,X.040.B.52,tlacateotzin," tonatiuh,"
822,1,X.040.B.53,cuauhcihuatzin," cuauhtli, huipilli,"
823,1,X.040.B.55,matzicoltzin," maitl_1, coltic,"
824,1,X.040.B.57,ce tochtli xihuitl," ce, tochtli, xiuhtic,"
825,1,X.040.B.57-,," xocpalmachiyotl,"
826,1,X.040.B.58,quiyauhtzin," quiyahuitl,"
827,1,X.040.C.01,huexotzinco," huexocuahuitl, tzintli,"
828,1,X.040.C.02,tziuhtzinca(tl)," ornement_04, tzintli,"
829,1,X.040.C.03,xiuhquecholteca(tl)," teoxihuitl, quecholli,"
830,1,X.040.C.04,," chimalli, atl, teocuitlatl,"
831,1,X.040.C.07,," effacé,"
832,1,X.040.C.09,totomochtzin," totomochtli,"
833,1,X.040.C.11,tlacaximaltzin," tlacatl, tepoztli,"
834,1,X.040.C.13,tlacaximaltzin," tlacatl, tepoztli,"
835,1,X.040.C.15,," effacé,"
836,1,X.040.C.16,mococomatzin," mococoqui,"
837,1,X.040.C.19,papalopantzin," papalotl, pantli,"
838,1,X.040.C.20,cohuatepec altepetl," cohuatl, tepetl, atl,"
839,1,X.040.C.22,yohualtzatzitzin," yohualli, tlatoa, ilhuicatl, tentli,"
840,1,X.040.C.23,opanteuctli," otli, pantli, xocpalmachiyotl,"
841,1,X.040.C.25,acolmiztli," maitl_1, atl, miztli,"
842,1,X.040.C.25-,," effacé,"
843,1,X.040.C.28,yohualtzatzitzin," tlatoa, yohualli, ilhuicatl, tentli,"
844,1,X.040.C.29,tlacochcalco itzcotepec altepetl," mitl, calli, itztli, comitl, tepetl, atl,"
