id,codexid,cote,lecture,element
23838,6,032_05_013,tochtli xihuitl," tochtli, xihuitl_4, eztli,"
23839,6,032_05_014,metlalli," tlalli, metl,"
23840,6,032_05_017,olli," olli,"
23841,6,032_05_018,calli xihuitl," calli, xihuitl_4,"
23842,6,032_05_019,acatl xihuitl," xihuitl_4, apantli, ihuitl, mitl, acatl,"
23843,6,032_05_021,tenamitl," tenamitl,"
23844,6,032_05_022,tecpatl xihuitl," xihuitl_4, ixtelolotli, tlantli, eztli, tecpatl,"
23845,6,032_05_023,ollin," olin,"
23846,6,032_05_024,cuauhtli," cuauhtli,"
23847,6,032_05_026,tecpatl xihuitl," xihuitl_4, ixtelolotli, tlantli, eztli, tecpatl,"
23848,6,032_05_027,calli," calli, tlapalli,"
23849,6,032_05_028,calli xihuitl," calli, xihuitl_4,"
23850,6,032_05_031,acatl xihuitl," xihuitl_4, apantli, ihuitl, mitl, acatl,"
23851,6,032_05_032,cohuatl," cohuatl,"
23852,6,032_05_034,mazatl," mazatl,"
23853,6,032_05_036,acatl," acatl, mitl,"
23854,6,032_05_038,tochtli xihuitl," tochtli, xihuitl_4, eztli,"
23855,6,032_05_039,ome tomines," coztic, tomin,"
23856,6,032_05_040,tochtli xihuitl," tochtli, xihuitl_4, eztli,"
23857,6,032_05_041,acatl xihuitl," xihuitl_4, apantli, ihuitl, mitl, acatl,"
23858,6,032_05_042,cipactli," cipactli,"
23859,6,032_05_044,cohuatl," cohuatl,"
23860,6,032_05_046,tlaloc," tlaloc,"
23861,6,032_05_048,ozomatli," ozomatli,"
23862,6,032_05_050,mitl," mitl,"
23863,6,032_05_052,ocelotl," ocelotl,"
23864,6,032_05_054,cohuatl," cohuatl,"
23865,6,032_05_056,mazatl," mazatl,"
23866,6,032_05_061,calli xihuitl," calli, xihuitl_4,"
23867,6,032_05_062,tecpatl xihuitl," xihuitl_4, ixtelolotli, tlantli, eztli, tecpatl,"
23868,6,032_05_063,yopitzontli," yopitzontli,"
23869,6,032_05_065,tecpatl xihuitl," xihuitl_4, ixtelolotli, tlantli, eztli, tecpatl,"
23870,6,032_05_066,calli xihuitl," calli, xihuitl_4,"
23871,6,032_05_067,centzontli tomines," tomin, centzontli,"
23872,6,032_05_068,acatl xihuitl," xihuitl_4, apantli, ihuitl, mitl, acatl,"
23873,6,032_05_069,xihuitl," xihuitl_4,"
23874,6,032_05_070,centzontli metl," centzontli, metl,"
23875,6,032_05_071,tochtli xihuitl," tochtli, xihuitl_4, eztli,"
23876,6,032_05_072,xihuitl," xihuitl_4,"
23877,6,032_05_073,calli xihuitl," calli, xihuitl_4,"
23878,6,032_05_074,cuahuitl," cuahuitl_1,"
23879,6,032_05_075,in tepetl cuauhyo," tepetl, cuahuitl_1,"
23880,6,032_05_076,metlalli," tlalli, metl,"
23881,6,032_05_078,tecpatl xihuitl," xihuitl_4, ixtelolotli, tlantli, eztli, tecpatl,"
23882,6,032_05_079,calli xihuitl," calli, xihuitl_4,"
23883,6,032_05_081,cuetzpalin," cuetzpalin,"
23884,6,032_05_082,cohuatl," cohuatl,"
23885,6,032_05_083,cuetzpalin," cuetzpalin,"
23886,6,032_05_086,calli," calli,"
23887,6,032_05_087,mazatl," mazatl,"
23888,6,032_05_088,acatl xihuitl," xihuitl_4, apantli, ihuitl, mitl, acatl,"
23889,6,032_05_089,tochtli xihuitl," tochtli, xihuitl_4, eztli,"
23890,6,032_05_090,tenochtitlan," nochtli, nopalli, tetl,"
23891,6,032_05_092,mazatl," mazatl,"
23892,6,032_05_095,calli," calli, tlapalli,"
23893,6,032_05_096,calli xihuitl," calli, xihuitl_4,"
23894,6,032_05_097,cohuatl," cohuatl,"
23895,6,032_05_100,ehecatl," ehecatl,"
23896,6,032_05_102,ollin," olin,"
23897,6,032_05_104,tecpatl xihuitl," xihuitl_4, ixtelolotli, tlantli, eztli, tecpatl,"
23898,6,032_05_106,acatl xihuitl," xihuitl_4, apantli, ihuitl, mitl, acatl,"
23899,6,032_05_107,acatl xihuitl," xihuitl_4, apantli, ihuitl, mitl, acatl,"
23900,6,032_05_108,tecpatl xihuitl," xihuitl_4, ixtelolotli, tlantli, eztli, tecpatl,"
23901,6,032_05_109,calli xihuitl," calli, xihuitl_4,"
23902,6,032_05_110,tochtli xihuitl," tochtli, xihuitl_4, eztli,"
23903,6,032_05_111,acatl xihuitl," xihuitl_4, apantli, ihuitl, mitl, acatl,"
23904,6,032_05_112,tecpatl xihuitl," xihuitl_4, ixtelolotli, tlantli, eztli, tecpatl,"
23905,6,032_05_113,calli xihuitl," calli, xihuitl_4,"
23906,6,032_05_114,tochtli xihuitl," tochtli, xihuitl_4, eztli,"
23907,6,032_05_115,acatl xihuitl," xihuitl_4, apantli, ihuitl, mitl, acatl,"
23908,6,032_05_116,tecpatl xihuitl," xihuitl_4, ixtelolotli, tlantli, eztli, tecpatl,"
23909,6,032_05_117,calli xihuitl," calli, xihuitl_4,"
23910,6,032_05_118,tochtli xihuitl," tochtli, xihuitl_4, eztli,"
23911,6,032_07_01,ce," ce,"
23912,6,032_07_02,ce," ce,"
23913,6,032_07_03,ce," ce,"
23914,6,032_07_04,ce," ce,"
23915,6,032_07_05,ce," ce,"
23916,6,032_07_06,ce," ce,"
23917,6,032_07_07,ce," ce,"
23918,6,032_07_08,ce," ce,"
23919,6,032_07_09,ce," ce,"
23920,6,032_07_10,ce," ce,"
23921,6,032_07_11,metlalli," tlalli, metl,"
23922,6,032_07_14,ce," ce,"
23923,6,032_07_15,ce," ce,"
23924,6,032_07_17,ce," ce,"
23925,6,032_07_18,ce," ce,"
23926,6,032_07_20,ce," ce,"
23927,6,032_07_21,ce," ce,"
23928,6,032_07_22,ce," ce,"
23929,6,032_07_23,ce," ce,"
23930,6,032_07_24,ce," ce,"
23931,6,032_07_25,ce," ce,"
23932,6,032_07_26,iztatl," iztatl,"
23933,6,032_07_27,cuetzpalcohuatl," cohuatl, cuetzpalin,"
23934,6,032_07_28,calli," calli, tlapalli,"
23935,6,032_07_29,ce," ce,"
23936,6,032_07_32,ce," ce,"
23937,6,032_07_33,ce," ce,"
23938,6,032_07_34,mazatl," mazatl,"
23939,6,032_07_35,ce," ce,"
23940,6,032_07_37,ce," ce,"
23941,6,032_07_38,ce," ce,"
23942,6,032_07_39,ce," ce,"
23943,6,032_07_40,ce," ce,"
23944,6,032_07_41,in tentzone icopi," tlacatl, icopi, tentzontli,"
23945,6,032_07_43,ce," ce,"
23946,6,032_07_45,ce," ce,"
23947,6,032_07_46,ce," ce,"
23948,6,032_07_47,ce," ce,"
23949,6,032_07_48,ce," ce,"
23950,6,032_07_49,ce," ce,"
23951,6,032_07_50,ce," ce,"
23952,6,032_07_51,ce," ce,"
23953,6,032_07_52,ce," ce,"
23954,6,032_07_53,ce," ce,"
23955,6,032_07_54,ce," ce,"
23956,6,032_07_55,ce," ce,"
23957,6,032_07_56,ce," ce,"
23958,6,032_07_57,ce," ce,"
23959,6,032_07_58,ce," ce,"
23960,6,032_07_59,ce," ce,"
23961,6,032_07_60,ce," ce,"
23962,6,032_07_61,ce," ce,"
23963,6,032_07_62,ce," ce,"
23964,13,108_a_05,tlaxincan,
23965,13,108_a_06,2(20)+5(1) tomines," pantli, tomin,"
23966,13,108_a_07,2(20)+2(400) michin," pantli, michin, centzontli,"
23967,13,108_a_08,3(1) comitl ihuan octli," comitl, octli,"
23968,13,108_a_09,ome totolin," totolin,"
23969,13,108_a_14,tlailotlacan," ihuitl,"
23970,13,108_a_15,1(20)+10(1) tomines," pantli, tomin,"
23971,13,108_a_16,1(400)+3(20) michin," pantli, michin, centzontli,"
23972,13,108_a_17,ome comitl ihuan octli," comitl, octli,"
23973,13,108_a_18,ome totolin," totolin,"
23974,13,108_b_03,tecpanpa," calli,"
23975,13,108_b_04,1(20)+8(1) tomines," pantli, tomin,"
23976,13,108_b_05,1(400)+2(20) michin," pantli, michin, centzontli,"
23977,13,108_b_06,ome comitl ihuan octli," comitl, octli,"
23978,13,108_b_07,ome totolin," totolin,"
23979,13,108_b_12,tenanco," tenamitl,"
23980,13,108_b_13,2(20)+4(1) tomines," pantli, tomin,"
23981,13,108_b_14,2(400)+3(20) michin," pantli, michin, centzontli,"
23982,13,108_b_15,eyi tecomatl ihuan octli," tecomatl, octli,"
23983,13,108_b_16,ome totolin," totolin,"
23984,13,108_c_05,quecholac," atl, coltic,"
23985,13,108_c_06,1(20)+12(1) tomines," pantli, tomin,"
23986,13,108_c_07,2(400)+1(20) michin," pantli, michin, centzontli,"
23987,13,108_c_08,eyi comitl ihuan octli," comitl, octli,"
23988,13,108_c_09,ome totolin," totolin,"
23989,13,108_c_14,ayocalco," ayotl,"
23990,13,108_c_15,1(20)+10(1) tomines," pantli, tomin,"
23991,13,108_c_16,2(400)+1(20) michin," pantli, michin, centzontli,"
23992,13,108_c_17,eyi comitl ihuan octli," comitl, octli,"
23993,13,108_c_18,ome totolin," totolin,"
23994,13,108_d_05,4(20)+3(1) tomines," pantli, tomin,"
23995,13,108_d_06,2(400)+3(20) michin," pantli, michin, centzontli,"
23996,13,108_d_07,eyi comitl ihuan octli," comitl, octli,"
23997,13,108_d_11,atlaca," matlatl,"
23998,13,108_d_12,9(1) tomines," tomin,"
23999,13,108_d_13,5(400) michin," michin, centzontli,"
24000,13,108_d_14,nahui comitl ihuan octli," comitl, octli,"
24001,13,108_e_03,pochteca," ehecacehuaztli,"
24002,13,108_e_04,6(1) tomines," tomin,"
24003,13,108_e_05,4(20) michin," pantli, michin,"
24004,13,108_e_09,petlachiuhque," petlatl,"
24005,13,108_e_10,11(1) tomines," tomin,"
24006,13,108_e_11,3(20) michin," pantli, michin,"
24007,13,108_f_01,15(20)+18(1) tomines," pantli, tomin,"
24008,13,108_f_02,15(400)+4(20) michin," pantli, michin, centzontli,"
24009,13,108_f_03,10(1) comitl 12(1) tecomatl ihuan octli," tecomatl, comitl, octli,"
24010,13,108_f_04,12 totolin," totolin,"
24011,13,108_f_06,3(20) tequitqui," tlacatl, pantli,"
24012,13,108_f_07,ce huictli," huictli,"
24013,14,115_10_01,tlalli,
24014,14,115_10_02,tlalli," tlalli,"
24015,14,115_10_03,tecpan," tecpan,"
24016,14,115_10_04,xamitl," xamitl, tlalli,"
24017,14,115_10_05,atlauhco ?," matlatl, ??,"
24018,14,115_10_06,otli," otli, xocpalmachiyotl,"
24019,14,115_10_07,tlalli," tlalli,"
24020,14,115_10_08,tlalli," tlalli,"
24021,14,115_10_09,ahuitzotl," ahuitzotl, ehecacehuaztli, atl,"
24022,14,115_10_10,tlalli," tlalli,"
24023,14,115_10_11,?," tlalli,"
24024,14,115_10_12,atl," atl,"
24025,14,115_10_13,tecpan," tecpan,"
24026,14,115_10_14,otli," xocpalmachiyotl, otli,"
24027,14,115_10_15,tlalli," tlalli,"
24028,14,115_10_16,tepotzolco," tecpan, tlatelli, tepetl,"
24029,14,115_10_17,tlalli," tlalli,"
24030,14,115_10_18,iglesia," iglesia,"
24031,14,115_10_19,izquitlan," tlalli,"
24032,14,115_10_20,tlalli," tlalli,"
24033,14,115_10_21,tlalli," tlalli,"
24034,14,115_11_02,tlalli," tlalli,"
24035,14,115_11_03,tlalpatlalpan," tlalli, tlatelli,"
24036,14,115_11_05,tlalli," tlalli,"
24037,14,115_11_06,cohuatepec," tepetl, cohuatl,"
24038,14,115_11_07,tlalli," tlalli,"
24039,14,115_11_08,yetepec," tepetl, acayetl,"
24040,14,115_11_09,tlalli," tlalli,"
24041,14,115_11_10,yaotochco," ayotl,"
24042,14,115_11_11,tlalli," tlalli,"
24043,14,115_11_12,xallatlauhtenco," tentli, atl, xalli,"
24044,14,115_11_13,tlalli," tlalli,"
24045,14,115_11_14,tetzotzocolco," tepetl, tetl, comitl,"
24046,14,115_11_15,tlalli," tlalli,"
24047,14,115_11_16,huitzquillocan," huitzquilitl,"
24048,14,115_11_17,tlalli," tlalli,"
24049,14,115_11_18,tziuhtepec," ?, tepetl, ihuitl,"
24050,14,115_11_19,tlalli," tlalli,"
24051,14,115_11_20,tochanco," tochtli,"
24052,14,115_11_21,tlalli," tlalli,"
24053,14,115_11_22,totoltepec," tepetl, totolin,"
24054,14,115_11_23,tlalli," tlalli,"
24055,14,115_11_24,yopico xochimaca," ehecacehuaztli, yopitzontli,"
24056,14,115_11_25,tlalli," tlalli,"
24057,14,115_11_26,cepayauhtlan," cepayahuitl, tepetl,"
24058,14,115_11_27,tlalli," tlalli,"
24059,14,115_11_28,?," tetl, tenamitl,"
24060,14,115_11_29,tlalli," tlalli,"
24061,14,115_11_30,nanacapan," nanacatl,"
24062,14,115_11_31,tlalli," tlalli,"
24063,14,115_11_32,azcapotzaltonco," potzalli, azcatl,"
24064,44,MC2_A_001,atlxoxouhqui imancan,
24065,44,MC2_A_002,chicomoztoc," tepetl, tetl, oztotl,"
24066,44,MC2_A_003,tzauhteca," tetl, xiuhtic,"
24067,44,MC2_A_004,totomihuaque," mitl, tototl,"
24068,44,MC2_A_005,texcalteca," texcalli, xiuhtic,"
24069,44,MC2_A_009,cuauhtinchantlaca," tlacatl, cuauhtli,"
24070,44,MC2_A_015,acolhuaque," atl, coltic, maitl_1,"
24071,44,MC2_A_016,malpantlaca," tetl, xochitl,"
24072,44,MC2_A_022,zacateca," zacatl,"
24073,44,MC2_A_023,tonatiuh," tonatiuh,"
24074,44,MC2_A_024,cohuatzin," cohuatl,"
24075,44,MC2_A_025a,?," borrado,"
24076,44,MC2_A_026,pochotl," pochotl,"
24077,44,MC2_A_027a,quetzaltehueyac," quetzalli,"
24078,44,MC2_A_028a,icxicohuatl," nenepilli, icxitl, cohuatl,"
24079,44,MC2_A_029,ahuehuetl," ahuehuetl,"
24080,44,MC2_A_030,tlatocnochtli," nopalli, huitztli,"
24081,44,MC2_A_031,cohuatl," cohuatl,"
24082,44,MC2_A_032,citlalcohuatl," cohuatl, cuechtli, citlalin,"
24083,44,MC2_A_033,teuctlacozauhqui," cohuatl, cuechtli,"
24084,44,MC2_A_034,cohuatl," cohuatl, cuechtli,"
24085,44,MC2_A_037,tlacochcalco," ocozacatl, tzacualli, mitl, ihuitl,"
24086,44,MC2_A_040,tetl," tetl,"
24087,44,MC2_A_041,xiuhmolpilli," tlatlatilcuahuitl,"
24088,44,MC2_A_042,tetl," tetl,"
24089,44,MC2_A_043,xiuhmolpilli," tlatlatilcuahuitl,"
24090,44,MC2_A_046,mamalhuaztli," tletlaxoni, tlecuahuitl, cipactli, popoca,"
24091,44,MC2_A_049,ocopetlatl," ocozacatl,"
24092,44,MC2_A_050,mictlampa," tepetl, tzihuactli, ihuitl, amatl,"
24093,44,MC2_A_051,tlacopan," tepetl, ihuitl, tzihuactli, amatl,"
24094,44,MC2_A_052,teocomitl," teocomitl, xochitl, huitztli, tlanelhuatl,"
24095,44,MC2_A_053,teocomitl," teocomitl, xochitl, tlanelhuatl, huitztli,"
24096,44,MC2_A_054,cihuatlampa," tepetl, tzihuactli, ihuitl, amatl,"
24097,44,MC2_A_055,huitztlampa," tepetl, tzihuactli, ihuitl, amatl,"
24098,44,MC2_A_056,icpacxochitl," amatl, icpacxochitl,"
24099,44,MC2_A_057,icpaxochitl," amatl, icpacxochitl,"
24100,44,MC2_A_058,icpaxochitl," amatl, icpacxochitl,"
24101,44,MC2_A_059,icpaxochitl," mecatl, icpacxochitl, amatl,"
24102,44,MC2_A_060,cacaxtli," cacaxtli, xicalcoliuhqui, tepetl, tonatiuh,"
24103,44,MC2_A_061,tlatocnochtli," mitl, nopalli, nochtli, ihuitl, xayacatl, chichiquilli,"
24104,44,MC2_A_062,macuilli cohuatl," cohuatl, macuilli, cuechtli, citlalin,"
24105,44,MC2_B_001,matlactli omeyi xochitl," xochitl, macuilli, ce,"
24106,44,MC2_B_002,matlactli quiyahuitl," tlaloc, macuilli, citlalin,"
24107,44,MC2_B_003,matlactlionce tecpatl," ixtelolotli, macuilli, ce, tecpatl,"
24108,44,MC2_B_004,tetliyacac," xayacatl, tetl, tenextli,"
24109,44,MC2_B_005,calnepanolco *," calli, calixtli,"
24110,44,MC2_B_006,ichcaquiztla *," tepetl, macuilli, ichcaxochitl,"
24111,44,MC2_B_007,cuauhtepec," tepetl, cuauhtli,"
24112,44,MC2_B_008,xilotepec," tepetl, miyahuatl, ohuatl, xilotl,"
24113,44,MC2_B_009,epatepec," tepetl, epatl,"
24114,44,MC2_B_010,xochitlan," tepetl, xochitl,"
24115,44,MC2_B_011,matlactli olin," ixtelolotli, macuilli, olin,"
24116,44,MC2_B_012,ocoxalli iyacac," ococuahuitl,"
24117,44,MC2_B_013,nahui olin," ixtelolotli, ce, olin,"
24118,44,MC2_B_014,cencalco," tepetl, oztotl, centli,"
24119,44,MC2_B_015,chapoltepec," tepetl, chapolin,"
24120,44,MC2_B_016,chalchiuhmomozco *," tepetl, atl,"
24121,44,MC2_B_017,tenochtitlan," atl, tetl, nopalli, nochtli, xochitl, tolin, acatl, amanalli,"
24122,44,MC2_B_018,coyohuacan," zoquitl, coyotl, tetl, atlauhtli,"
24123,44,MC2_B_019,tetl huehueyaque  *," tlacatl, cacaxtli, tetl, mecapalli,"
24124,44,MC2_B_020,ce cipactli," huitztli, nenepilli, ce, cipactli,"
24125,44,MC2_B_021,tempatzacapan," atl, tentli, tlantli,"
24126,44,MC2_B_022,acaxochitlan," xochitl, acatl,"
24127,44,MC2_B_024,tenanticpac *," tenextli, tepetl, tenamitl,"
24128,44,MC2_B_025,ce ehecatl," ehecatl, ce,"
24129,44,MC2_B_026,teopantli," teopantli,"
24130,44,MC2_B_027,cacxochic *," tepetl, cactli, xochitl,"
24131,44,MC2_B_028,tenayocan," tepetl, tenamitl, xiuhtic,"
24132,44,MC2_B_029,tlacopan *," atl, tlacotl,"
24133,44,MC2_B_030,huixachitepec," tepetl, huixachin,"
24134,44,MC2_B_031,teopantli," teopantli, mixoyotl, mamatlatl,"
24135,44,MC2_B_033,momoztli *," tetl,"
24136,44,MC2_B_034a,tetlilpican," ahuehuetl,"
24137,44,MC2_B_035,huehue ichocayan *," xolochauhqui, tlacatl, teopantli, xacalli, tzontli, cuahuitl_2,"
24138,44,MC2_B_036,xochimilco," calli, xochitl, mitl, atl, amanalli,"
24139,44,MC2_B_037,iztaccuixtlan," iztac, cuauhtli,"
24140,44,MC2_B_038,tzitzimatlauhco," tepetl, nenepilli, cuacuahuitl, tlantli, tzontli,"
24141,44,MC2_B_040,eyi tecpatl," ce, ixtelolotli, tecpatl,"
24142,44,MC2_B_041,?," cozcatl, borrado,"
24143,44,MC2_B_042,?," macuilli, ce, borrado,"
24144,44,MC2_B_043,zoyatlan *," tenextli, iczotl, xochitl, tetl,"
24145,44,MC2_B_045,ichcatlan ?," cuemitl, tlalli, etl, ichcaxochitl,"
24146,44,MC2_B_046,eyi cozcacuauhtli," cozcacuauhtli, eztli, ce,"
24147,44,MC2_B_047,xilotepec *," tepetl, ohuatl, xilotl, miyahuatl,"
24148,44,MC2_B_048,matlatlan  *," matlatl, tepetl,"
24149,44,MC2_B_049,tzihuactepec," tzihuactli, tepetl,"
24150,44,MC2_B_050,tepetlaoztoc *," tepetl, tetl, teopantli, mamatlatl, calcuamimilli,"
24151,44,MC2_B_051,quetzalcoyolin *," calli, cihuatl, quetzalli,"
24152,44,MC2_B_053,citli itlamayan *," coltic, maitl_1, citli, cuahuitl_2,"
24153,44,MC2_B_054,iztac tetla," tenextli, texcalli,"
24154,44,MC2_B_055,mazahuacan," chichiquilli, teopantli, mamatlatl, xacalli, cuauhtli, mazatl, mitl,"
24155,44,MC2_B_058,tollan," tolin,"
24156,44,MC2_B_060,necuametl," metl, tepetl,"
24157,44,MC2_B_061,poyauhtlan," iztac, tenextli, cepayahuitl, tepetl, popoca,"
24158,44,MC2_B_063,cuatopilapantli  *," cuappantli, topilli, atl,"
24159,44,MC2_B_063a,atoyac cuatopilapantli," atl,"
24160,44,MC2_B_064,tizatepec," tenextli,"
24161,44,MC2_B_065,cohuatlan *," amanalli, atl, cohuatl, cuechtli,"
24162,44,MC2_B_066,atoyac *," ameyalli, atl,"
24163,44,MC2_B_067,xicco," tenextli, xictli, tepetl, tenamitl,"
24164,44,MC2_B_069,azcapotzalco," tlacotl, potzalli, azcatl,"
24165,44,MC2_B_070,tlapalla *," tepetl, tlapalli,"
24166,44,MC2_B_071,xochicalco *," macuilli, calli, xochitl,"
24167,44,MC2_B_072,tepoztlan," tepetl, tepoztli,"
24168,44,MC2_B_074,amatlan *," amacuahuitl, amatl,"
24169,44,MC2_B_075,tonatiuh icpac *," tonatiuh, cuaitl, tzontli,"
24170,44,MC2_B_076,tepetl," tepetl,"
24171,44,MC2_B_077,tzoncoliuhcan," amanalli, cuaxicalli, atl, cuechtli, coyoctic,"
24172,44,MC2_B_078,iztaccuauhtla *," tenextli, tepetl, cuahuitl_1,"
24173,44,MC2_C_001,xipetzinco *," xahualli, yopitzontli, cuaitl, atl,"
24174,44,MC2_C_002,chiapan *," chian,"
24175,44,MC2_C_003,cuauhtli itlacuayan," cuauhtli, tetl, chocholli,"
24176,44,MC2_C_004,tlatlauhquitepec," tzontli, tepetl, cuaitl, tlapalli,"
24177,44,MC2_C_005,iczotl tlapanqui," tlapanqui, iczotl, maxaltic,"
24178,44,MC2_C_006,cuauhmantla," ococuahuitl,"
24179,44,MC2_C_007,?," borrado,"
24180,44,MC2_C_008,mazachicole," mazatl, totomochtli,"
24181,44,MC2_C_009,teotl metztli," icxitl, metztli,"
24182,44,MC2_C_010,texcallan," atlauhtli,"
24183,44,MC2_C_014,zoltepec," tepetl, zolin,"
24184,44,MC2_C_015,nopalteliuhcan," nopalli, nochtli, xochitl,"
24185,44,MC2_C_016,atlauhtli," atlauhtli,"
24186,44,MC2_C_017,xalapazco," apaztli, xalli,"
24187,44,MC2_C_018,ixtenco," amanalli, atl, tepetl,"
24188,44,MC2_C_019,zacacalli," ocozacatl, tzacualli,"
24189,44,MC2_C_020,tlaquimilolli," tzihuactli, tlaquimilolli, quemitl, amatl, ihuitl,"
24190,44,MC2_C_021,quechcotonqui chapolin," poztectli, chapolin,"
24191,44,MC2_C_022,quechcotonqui zolin," eztli, poztectli, zolin,"
24192,44,MC2_C_023,iztac metl," tlaloc, ixtelolotli, metl, iztac, tecpatl,"
24193,44,MC2_C_024,chicome acatl," acatl, macuilli, ce, ihuitl,"
24194,44,MC2_C_025,matlalcueye," cepayahuitl,"
24195,44,MC2_C_025a,xaltonalli," tepetl, cepayahuitl,"
24196,44,MC2_C_026,ixtenco," atl, tentli, tetl,"
24197,44,MC2_C_027,citlaltepec," tepetl,"
24198,44,MC2_C_028,tepetzalan  *," xocpalmachiyotl, yahualiuhqui, tepetl,"
24199,44,MC2_C_029,tamoanchan," malinalli, ococuahuitl,"
24200,44,MC2_C_030,zacacalli," tzacualli, ocozacatl,"
24201,44,MC2_C_031,tlaquimilolli," tlaquimilolli, tzihuactli, ihuitl, tilmatli,"
24202,44,MC2_C_032,ome tilmatli," tilmatli,"
24203,44,MC2_C_033,chalchiuhtlicue," cihuatl, tzontli, atl,"
24204,44,MC2_C_035,oztotl," tepetl, oztotl,"
24205,44,MC2_C_036,tecuani," miztli, ihuitl, mitl,"
24206,44,MC2_C_037,ome cohuacuechtli," cuechtli, citlalin, cohuatl, malinalli,"
24207,44,MC2_C_038,tepolco," tetl, yahualiuhqui,"
24208,44,MC2_C_041,mazatl," mazatl, mitl, eztli,"
24209,44,MC2_D_001,iztac metl," iztac, metl,"
24210,44,MC2_D_002,cuauhtepec," ococuahuitl,"
24211,44,MC2_D_004,xicochimalco," xicotli, chimalli,"
24212,44,MC2_D_006,cuauhtzontexochitl *," cuahuitl_1, xochitl,"
24213,44,MC2_D_007,centli ipalancan," centli,"
24214,44,MC2_D_008,tepemaxalco," tepetl, otli, xocpalmachiyotl, maxaltic,"
24215,44,MC2_D_009,mitl imancan," tepetl, mitl, ihuitl,"
24216,44,MC2_D_010,tecolcuauhtla," cuahuitl_1,"
24217,44,MC2_D_011,nappateuctli," tlaloc, tepetl, tzacualli,"
24218,44,MC2_D_012,tlazcaltillan," tetl, tenextli, conetl,"
24219,44,MC2_D_013,oztoticpac *," tepetl, oztotl,"
24220,44,MC2_D_015,chocaman," cuahuitl_1,"
24221,44,MC2_D_017,iztac tecpatl," tecpatl, camachalli, ixtelolotli,"
24222,44,MC2_D_018,zacahuetzinco," tzacualli, xihuitl_1,"
24223,44,MC2_D_020,telolotli," tepetl, tetl, tozan,"
24224,44,MC2_D_021,nacochtlan *," nacochtli, citlalin,"
24225,44,MC2_D_022,nacaztepec," tepetl, nacaztli,"
24226,44,MC2_D_023,ahuatepec," tepetl, atl,"
24227,44,MC2_D_024,quimichtlan," atl, quimichin,"
24228,44,MC2_D_025,zacacalli," ocozacatl, tzacualli,"
24229,44,MC2_D_026,tecpatl," tecpatl, ixtelolotli, camachalli,"
24230,44,MC2_D_027,tlilhuacan," yahualiuhqui, tliltic, tezcatl,"
24231,44,MC2_D_028,tozan," tozan,"
24232,44,MC2_D_029,tetepontli," cuahuitl_1,"
24233,44,MC2_D_030,xiuhmetl," metl, xihuitl_3,"
24234,44,MC2_D_031,atzompan," tepetl, ameyalli, tetl, atl,"
24235,44,MC2_D_033,ixhuacan," cuahuitl_1, iquitihualoni,"
24236,44,MC2_D_034,cihuapan," atl,"
24237,44,MC2_D_035,tozxiuhco," tepetl, chalchiuhcozcatl, chalchihuitl, cozcatl,"
24238,44,MC2_D_036,tzompachtli  *," tzontli, pachtli,"
24239,44,MC2_D_039,tecuitlalpan," atl, amanalli,"
24240,44,MC2_D_040,poyauhtecatl," tepetl, iztac, cepayahuitl,"
24241,44,MC2_D_041,cohuatopilapan *," atl, topilli, cohuatl, mitl, ihuitl, chichiquilli,"
24242,44,MC2_D_042,chichiyahua *," tecomatl, chian,"
24243,44,MC2_D_044,tlahuan," tecomatl, octli,"
24244,44,MC2_D_046,oztomecan *," tepetl, oztotl, mecatl,"
24245,44,MC2_D_047,xoquiyaqui *," nenepilli, cipactli, xocpalmachiyotl,"
24246,44,MC2_D_049,tochhuitecpan," tzacualli, citli, tochtli,"
24247,44,MC2_D_050,tecopilli," tepetl, tetl, yopitzontli,"
24248,44,MC2_D_051,tizatepec," tepetl, tenamitl, tenextli,"
24249,44,MC2_D_052,mazatepec," tepetl, mazatl,"
24250,44,MC2_D_053,quiyahuiztlan," tepetl, quiyahuitl,"
24251,44,MC2_D_054,macuilxochitla," macuilli, xochitl, tepetl,"
24252,44,MC2_D_055,tepatlachco," tlachtli, yahualiuhqui,"
24253,44,MC2_E_002,omitemaloyan *," tlatlatilcuahuitl, omitl_1, topilli, tepetl, tlachialoni, tepoztli,"
24254,44,MC2_E_003,xiuhmolpilli," tlatlatilcuahuitl, tepoztli,"
24255,44,MC2_E_004,eyi omitl," omitl_1,"
24256,44,MC2_E_006,xiuhcalco," tecpan, temimilli, xihuitl_3,"
24257,44,MC2_E_012,chicuace quiyahuitl," tlaloc, ce, citlalin, chalchiuhnacochtli, macuilli,"
24258,44,MC2_E_013,xicotenco *," xicotli, chichiquilli, tlahuitolli, mitl, ihuitl,"
24259,44,MC2_E_014,xicochimalpan *," chimalli, xicotli, pantli,"
24260,44,MC2_E_015,chicome xochitl," xochitl, ce, macuilli,"
24261,44,MC2_E_016,teciuhquemecan," tepetl, tenamitl, tetl, tecihuitl,"
24262,44,MC2_E_017,cholollan," tecpan, temimilli,"
24263,44,MC2_E_018,xochcueyecan," cozcatl, xochitl, tepetl,"
24264,44,MC2_E_020,quechcotonqui chapolin," chapolin, poztectli,"
24265,44,MC2_E_021,zolin," zolin,"
24266,44,MC2_E_022,tlachihualtepec," teopantli, mamatlatl, mixoyotl,"
24267,44,MC2_E_023,chicuace," macuilli, ce,"
